id,Action Type,Work Type,Value,Location_id 
46514,ADD/ALT,Plan Review,$0.00,
46515,ADD/ALT,Plan Review,$0.00,
46516,,Plan Review,$0.00,
46517,ADD/ALT,Plan Review,$0.00,
46518,ADD/ALT,Plan Review,$0.00,
46519,NEW,Plan Review,$0.00,
46520,ADD/ALT,Plan Review,$0.00,
46521,ADD/ALT,Plan Review,$0.00,
46522,ADD/ALT,Plan Review,$0.00,
46523,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,
46524,NEW,Plan Review,$0.00,
46525,ADD/ALT,Plan Review,$0.00,
46526,ADD/ALT,Plan Review,$0.00,
46527,NEW,Plan Review,$0.00,
46528,ADD/ALT,Plan Review,$0.00,
46529,ADD/ALT,Plan Review,$0.00,
46530,,Plan Review,$0.00,
46531,ADD/ALT,Plan Review,$0.00,
46532,,Plan Review,$0.00,
46533,ADD/ALT,Plan Review,$0.00,
46534,,Plan Review,$0.00,
46535,,Plan Review,$0.00,
46536,,Plan Review,$0.00,
46537,ADD/ALT,Plan Review,$0.00,
46538,NEW,Plan Review,$0.00,
46539,,Plan Review,$0.00,
46540,,Plan Review,$0.00,
46541,,Plan Review,$0.00,
46542,ADD/ALT,Plan Review,$0.00,
46543,ADD/ALT,Plan Review,$0.00,
46544,DEMOLITION,Plan Review,$0.00,
46545,ADD/ALT,Plan Review,$0.00,
46546,,Plan Review,$0.00,
46547,ADD/ALT,Plan Review,$0.00,
46548,,No plan review,$0.00,
46549,,Plan Review,$0.00,
46550,NEW,Plan Review,$0.00,
46551,ADD/ALT,Plan Review,$0.00,
46552,,Plan Review,$0.00,
46553,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,
46554,ADD/ALT,Plan Review,$0.00,
46555,ADD/ALT,Plan Review,$0.00,
46556,SHORELINE EXEMPTION ONLY,Plan Review,$0.00,
46557,,Plan Review,$0.00,
46558,ADD/ALT,Plan Review,$0.00,
46559,ADD/ALT,Plan Review,$0.00,
46560,ADD/ALT,Plan Review,$0.00,
46561,ADD/ALT,Plan Review,$0.00,
46562,NEW,Plan Review,$0.00,
46563,NEW,Plan Review,$0.00,
46564,,Plan Review,$0.00,
46565,NEW,Plan Review,$0.00,
46566,NEW,Plan Review,$0.00,
46567,NEW,Plan Review,$0.00,
46568,GRADING,Plan Review,$0.00,
46569,DEMOLITION,Plan Review,$0.00,
46570,ADD/ALT,Plan Review,$0.00,
46571,ADD/ALT,Plan Review,$0.00,
46572,NEW,Plan Review,$0.00,
46573,ADD/ALT,No plan review,$0.00,
46574,ADD/ALT,Plan Review,$0.00,
46575,GRADING,Plan Review,$0.00,
46576,TEMP,Plan Review,$10000.00,
46577,NEW,Plan Review,$8000.00,
46578,NEW,Plan Review,$274270.00,
46579,ADD/ALT,Plan Review,$0.00,
46580,,Plan Review,$0.00,
46581,ADD/ALT,Plan Review,$0.00,
46582,ADD/ALT,Plan Review,$0.00,
46583,,Plan Review,$0.00,
46584,ADD/ALT,Plan Review,$0.00,
46585,NEW,Plan Review,$0.00,
46586,NEW,Plan Review,$0.00,
46587,NEW,Plan Review,$0.00,
46588,ADD/ALT,Plan Review,$1000.00,
46589,ADD/ALT,Plan Review,$0.00,
46590,NEW,Plan Review,$0.00,
46591,ADD/ALT,Plan Review,$0.00,
46592,ADD/ALT,Plan Review,$0.00,
46593,ADD/ALT,Plan Review,$0.00,
46594,ADD/ALT,Plan Review,$0.00,
46595,ADD/ALT,Plan Review,$1000.00,
46596,,Plan Review,$0.00,
46597,ADD/ALT,Plan Review,$0.00,
46598,DEMOLITION,Plan Review,$0.00,
46599,,Plan Review,$0.00,
46600,NEW,Plan Review,$0.00,
46601,NEW,Plan Review,$0.00,
46602,NEW,Plan Review,$0.00,
46603,ADD/ALT,Plan Review,$1.00,
46604,NEW,No plan review,$0.00,
46605,ADD/ALT,Plan Review,$0.00,
46606,ADD/ALT,Plan Review,$0.00,
46607,NEW,Plan Review,$0.00,
46608,NEW,Plan Review,$0.00,
46609,NEW,Plan Review,$0.00,
46610,NEW,Plan Review,$830130.00,
46611,NEW,Plan Review,$0.00,
46612,NEW,Plan Review,$0.00,
46613,,Plan Review,$0.00,
46614,NEW,Plan Review,$0.00,
46615,,Plan Review,$0.00,
46616,ADD/ALT,Plan Review,$0.00,
46617,ADD/ALT,Plan Review,$0.00,
46618,,Plan Review,$499999.00,
46619,ADD/ALT,Plan Review,$0.00,
46620,ADD/ALT,Plan Review,$0.00,
46621,ADD/ALT,Plan Review,$0.00,
46622,NEW,Plan Review,$0.00,
46623,ADD/ALT,Plan Review,$0.00,
46624,DEMOLITION,Plan Review,$0.00,
46625,ADD/ALT,Plan Review,$0.00,
46626,NEW,Plan Review,$0.00,
46627,,Plan Review,$0.00,
46628,,Plan Review,$0.00,
46629,,No plan review,$5000.00,
46630,NEW,Plan Review,$0.00,
46631,NEW,Plan Review,$0.00,
46632,NEW,Plan Review,$0.00,
46633,ADD/ALT,Plan Review,$0.00,
46634,ADD/ALT,Plan Review,$0.00,
46635,,Plan Review,$0.00,
46636,NEW,Plan Review,$0.00,
46637,,Plan Review,$0.00,
46638,,Plan Review,$0.00,
46639,,No plan review,$0.00,
46640,ADD/ALT,Plan Review,$0.00,
46641,ADD/ALT,Plan Review,$0.00,
46642,NEW,Plan Review,$0.00,
46643,ADD/ALT,Plan Review,$0.00,
46644,ADD/ALT,Plan Review,$65000.00,
46645,ADD/ALT,Plan Review,$0.00,
46646,ADD/ALT,Plan Review,$0.00,
46647,NEW,Plan Review,$0.00,
46648,NEW,Plan Review,$0.00,
46649,ADD/ALT,Plan Review,$0.00,
46650,,Plan Review,$0.00,
46651,ADD/ALT,Plan Review,$253000.00,
46652,ADD/ALT,Plan Review,$0.00,
46653,,Plan Review,$0.00,
46654,,Plan Review,$0.00,
46655,ADD/ALT,Plan Review,$0.00,
46656,NEW,Plan Review,$0.00,
46657,ADD/ALT,Plan Review,$0.00,
46658,NEW,Plan Review,$4200000.00,
46659,,Plan Review,$0.00,
46660,ADD/ALT,Plan Review,$0.00,
46661,ADD/ALT,Plan Review,$0.00,
46662,ADD/ALT,Plan Review,$0.00,
46663,ADD/ALT,Plan Review,$0.00,
46664,NEW,Plan Review,$0.00,
46665,NEW,Plan Review,$0.00,
46666,ADD/ALT,Plan Review,$0.00,
46667,,Plan Review,$0.00,
46668,ADD/ALT,Plan Review,$0.00,
46669,ADD/ALT,Plan Review,$0.00,
46670,,Plan Review,$0.00,
46671,,Plan Review,$0.00,
46672,,Plan Review,$0.00,
46673,ADD/ALT,Plan Review,$0.00,
46674,ADD/ALT,Plan Review,$0.00,
46675,,Plan Review,$0.00,
46676,ADD/ALT,Plan Review,$0.00,
46677,ADD/ALT,No plan review,$0.00,
46678,DEMOLITION,No plan review,$0.00,
46679,ADD/ALT,Plan Review,$0.00,
46680,NEW,Plan Review,$0.00,
46681,ADD/ALT,Plan Review,$0.00,
46682,ADD/ALT,Plan Review,$0.00,
46683,ADD/ALT,Plan Review,$0.00,
46684,NEW,Plan Review,$0.00,
46685,,Plan Review,$0.00,
46686,,Plan Review,$0.00,
46687,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,
46688,ADD/ALT,Plan Review,$0.00,
46689,,Plan Review,$0.00,
46690,ADD/ALT,Plan Review,$0.00,
46691,ADD/ALT,Plan Review,$0.00,
46692,ADD/ALT,Plan Review,$0.00,
46693,SHORELINE EXEMPTION ONLY,Plan Review,$0.00,
46694,,Plan Review,$0.00,
46695,ADD/ALT,No plan review,$0.00,
46696,,Plan Review,$0.00,
46697,ADD/ALT,Plan Review,$0.00,
46698,,Plan Review,$0.00,
46699,,Plan Review,$0.00,
46700,,Plan Review,$0.00,
46701,,Plan Review,$0.00,
46702,ADD/ALT,Plan Review,$0.00,
46703,NEW,Plan Review,$0.00,
46704,ADD/ALT,Plan Review,$0.00,
46705,NEW,Plan Review,$0.00,
46706,ADD/ALT,Plan Review,$0.00,
46707,ADD/ALT,Plan Review,$0.00,
46708,ADD/ALT,Plan Review,$0.00,
46709,ADD/ALT,Plan Review,$0.00,
46710,ADD/ALT,Plan Review,$0.00,
46711,ADD/ALT,No plan review,$0.00,
46712,,Plan Review,$0.00,
46713,ADD/ALT,Plan Review,$0.00,
46714,ADD/ALT,Plan Review,$0.00,
46715,,No plan review,$0.00,
46716,,No plan review,$0.00,
46717,GRADING,Plan Review,$0.00,
46718,ADD/ALT,Plan Review,$0.00,
46719,,Plan Review,$0.00,
46720,ADD/ALT,Plan Review,$0.00,
46721,,Plan Review,$0.00,
46722,,Plan Review,$0.00,
46723,ADD/ALT,Plan Review,$0.00,
46724,NEW,Plan Review,$0.00,
46725,ADD/ALT,Plan Review,$0.00,
46726,ADD/ALT,Plan Review,$0.00,
46727,ADD/ALT,Plan Review,$0.00,
46728,NEW,Plan Review,$0.00,
46729,ADD/ALT,Plan Review,$0.00,
46730,NEW,Plan Review,$0.00,
46731,ADD/ALT,Plan Review,$0.00,
46732,ADD/ALT,Plan Review,$0.00,
46733,NEW,Plan Review,$0.00,
46734,NEW,Plan Review,$0.00,
46735,,Plan Review,$0.00,
46736,NEW,Plan Review,$0.00,
46737,NEW,Plan Review,$0.00,
46738,GRADING,Plan Review,$0.00,
46739,ADD/ALT,Plan Review,$0.00,
46740,ADD/ALT,Plan Review,$0.00,
46741,ADD/ALT,Plan Review,$338866.00,
46742,ADD/ALT,Plan Review,$0.00,
46743,ADD/ALT,Plan Review,$0.00,
46744,ADD/ALT,Plan Review,$0.00,
46745,,No plan review,$24000.00,
46746,,Plan Review,$0.00,
46747,,Plan Review,$0.00,
46748,ADD/ALT,Plan Review,$0.00,
46749,ADD/ALT,Plan Review,$0.00,
46750,,Plan Review,$0.00,
46751,NEW,Plan Review,$0.00,
46752,ADD/ALT,Plan Review,$0.00,
46753,,Plan Review,$0.00,
46754,,Plan Review,$0.00,
46755,ADD/ALT,Plan Review,$0.00,
46756,NEW,Plan Review,$0.00,
46757,NEW,Plan Review,$0.00,
46758,ADD/ALT,Plan Review,$0.00,
46759,ADD/ALT,Plan Review,$0.00,
46760,ADD/ALT,Plan Review,$0.00,
46761,ADD/ALT,Plan Review,$0.00,
46762,ADD/ALT,Plan Review,$0.00,
46763,NEW,Plan Review,$0.00,
46764,ADD/ALT,Plan Review,$0.00,
46765,ADD/ALT,Plan Review,$0.00,
46766,ADD/ALT,Plan Review,$0.00,
46767,ADD/ALT,Plan Review,$0.00,
46768,DEMOLITION,No plan review,$0.00,
46769,,Plan Review,$0.00,
46770,NEW,Plan Review,$0.00,
46771,NEW,Plan Review,$0.00,
46772,ADD/ALT,Plan Review,$0.00,
46773,ADD/ALT,Plan Review,$0.00,
46774,ADD/ALT,Plan Review,$0.00,
46775,,Plan Review,$0.00,
46776,NEW,Plan Review,$0.00,
46777,ADD/ALT,Plan Review,$0.00,
46778,ADD/ALT,Plan Review,$0.00,
46779,,Plan Review,$0.00,
46780,,Plan Review,$0.00,
46781,ADD/ALT,Plan Review,$0.00,
46782,,Plan Review,$0.00,
46783,NEW,Plan Review,$0.00,
46784,ADD/ALT,Plan Review,$0.00,
46785,,Plan Review,$0.00,
46786,ADD/ALT,Plan Review,$23000.00,
46787,,Plan Review,$0.00,
46788,ADD/ALT,Plan Review,$0.00,
46789,,Plan Review,$0.00,
46790,ADD/ALT,Plan Review,$0.00,
46791,,Plan Review,$0.00,
46792,,Plan Review,$0.00,
46793,,Plan Review,$0.00,
46794,NEW,Plan Review,$0.00,
46795,NEW,Plan Review,$0.00,
46796,NEW,Plan Review,$0.00,
46797,ADD/ALT,Plan Review,$0.00,
46798,NEW,Plan Review,$0.00,
46799,,Plan Review,$0.00,
46800,,Plan Review,$0.00,
46801,NEW,Plan Review,$0.00,
46802,NEW,Plan Review,$0.00,
46803,GRADING,Plan Review,$0.00,
46804,ADD/ALT,Plan Review,$0.00,
46805,,Plan Review,$0.00,
46806,ADD/ALT,Plan Review,$0.00,
46807,,Plan Review,$0.00,
46808,ADD/ALT,Plan Review,$0.00,
46809,ADD/ALT,Plan Review,$0.00,
46810,ADD/ALT,Plan Review,$0.00,
46811,ADD/ALT,Plan Review,$0.00,
46812,,Plan Review,$0.00,
46813,,Plan Review,$0.00,
46814,ADD/ALT,Plan Review,$0.00,
46815,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,
46816,NEW,Plan Review,$0.00,
46817,ADD/ALT,Plan Review,$0.00,
46818,ADD/ALT,Plan Review,$0.00,
46819,NEW,Plan Review,$0.00,
46820,NEW,Plan Review,$0.00,
46821,ADD/ALT,Plan Review,$0.00,
46822,,Plan Review,$0.00,
46823,ADD/ALT,Plan Review,$0.00,
46824,ADD/ALT,Plan Review,$0.00,
46825,ADD/ALT,Plan Review,$0.00,
46826,NEW,Plan Review,$61620.00,
46827,ADD/ALT,Plan Review,$0.00,
46828,ADD/ALT,Plan Review,$0.00,
46829,ADD/ALT,Plan Review,$0.00,
46830,ADD/ALT,Plan Review,$0.00,
46831,,Plan Review,$0.00,
46832,NEW,Plan Review,$0.00,
46833,ADD/ALT,Plan Review,$0.00,
46834,,Plan Review,$0.00,
46835,ADD/ALT,Plan Review,$0.00,
46836,,Plan Review,$0.00,
46837,NEW,Plan Review,$0.00,
46838,ADD/ALT,No plan review,$0.00,
46839,ADD/ALT,Plan Review,$0.00,
46840,ADD/ALT,Plan Review,$0.00,
46841,NEW,Plan Review,$0.00,
46842,NEW,Plan Review,$0.00,
46843,NEW,Plan Review,$0.00,
46844,ADD/ALT,Plan Review,$0.00,
46845,ADD/ALT,Plan Review,$0.00,
46846,ADD/ALT,Plan Review,$0.00,
46847,,Plan Review,$0.00,
46848,NO CONSTRUCTION,Plan Review,$0.00,
46849,ADD/ALT,No plan review,$0.00,
46850,SHORELINE EXEMPTION ONLY,Plan Review,$0.00,
46851,ADD/ALT,Plan Review,$0.00,
46852,ADD/ALT,Plan Review,$0.00,
46853,ADD/ALT,Plan Review,$0.00,
46854,ADD/ALT,Plan Review,$0.00,
46855,,Plan Review,$0.00,
46856,GRADING,Plan Review,$0.00,
46857,,Plan Review,$0.00,
46858,ADD/ALT,No plan review,$5000.00,
46859,,Plan Review,$0.00,
46860,ADD/ALT,Plan Review,$0.00,
46861,NEW,Plan Review,$0.00,
46862,NEW,Plan Review,$0.00,
46863,ADD/ALT,Plan Review,$0.00,
46864,ADD/ALT,Plan Review,$0.00,
46865,ADD/ALT,Plan Review,$0.00,
46866,ADD/ALT,Plan Review,$0.00,
46867,ADD/ALT,Plan Review,$0.00,
46868,ADD/ALT,Plan Review,$0.00,
46869,ADD/ALT,Plan Review,$0.00,
46870,DEMOLITION,Plan Review,$0.00,
46871,ADD/ALT,Plan Review,$0.00,
46872,ADD/ALT,Plan Review,$0.00,
46873,NEW,Plan Review,$336868.00,
46874,ADD/ALT,Plan Review,$0.00,
46875,NEW,Plan Review,$0.00,
46876,,Plan Review,$0.00,
46877,ADD/ALT,Plan Review,$0.00,
46878,ADD/ALT,Plan Review,$0.00,
46879,NEW,Plan Review,$0.00,
46880,ADD/ALT,Plan Review,$0.00,
46881,ADD/ALT,Plan Review,$0.00,
46882,ADD/ALT,Plan Review,$0.00,
46883,,Plan Review,$0.00,
46884,ADD/ALT,Plan Review,$0.00,
46885,TEMP,Plan Review,$0.00,
46886,,Plan Review,$0.00,
46887,ADD/ALT,Plan Review,$0.00,
46888,ADD/ALT,Plan Review,$0.00,
46889,,Plan Review,$0.00,
46890,,Plan Review,$0.00,
46891,,Plan Review,$0.00,
46892,NEW,Plan Review,$0.00,
46893,,Plan Review,$0.00,
46894,ADD/ALT,Plan Review,$10000.00,
46895,ADD/ALT,Plan Review,$0.00,
46896,ADD/ALT,Plan Review,$0.00,
46897,ADD/ALT,Plan Review,$0.00,
46898,ADD/ALT,Plan Review,$0.00,
46899,NEW,Plan Review,$0.00,
46900,ADD/ALT,Plan Review,$0.00,
46901,ADD/ALT,Plan Review,$0.00,
46902,ALTER,Plan Review,$100000.00,
46903,ALTER,Plan Review,$0.00,
46904,ADD/ALT,Plan Review,$0.00,
46905,ADD/ALT,Plan Review,$0.00,
46906,ADD/ALT,No plan review,$0.00,
46907,ADD/ALT,Plan Review,$0.00,
46908,ADD/ALT,Plan Review,$0.00,
46909,ADD/ALT,Plan Review,$0.00,
46910,NEW,Plan Review,$0.00,
46911,NEW,Plan Review,$0.00,
46912,,Plan Review,$0.00,
46913,ADD/ALT,Plan Review,$0.00,
46914,ADD/ALT,Plan Review,$0.00,
46915,NEW,Plan Review,$0.00,
46916,ADD/ALT,Plan Review,$0.00,
46917,,Plan Review,$0.00,
46918,,Plan Review,$0.00,
46919,ADD/ALT,Plan Review,$0.00,
46920,ADD/ALT,Plan Review,$0.00,
46921,ADD/ALT,Plan Review,$0.00,
46922,,Plan Review,$0.00,
46923,NEW,Plan Review,$893880.00,
46924,NEW,Plan Review,$0.00,
46925,DEMOLITION,No plan review,$0.00,
46926,ADD/ALT,Plan Review,$0.00,
46927,,Plan Review,$0.00,
46928,,Plan Review,$0.00,
46929,,Plan Review,$0.00,
46930,,Plan Review,$0.00,
46931,ADD/ALT,Plan Review,$0.00,
46932,NEW,Plan Review,$0.00,
46933,,Plan Review,$0.00,
46934,NEW,Plan Review,$0.00,
46935,,Plan Review,$0.00,
46936,ADD/ALT,Plan Review,$0.00,
46937,ADD/ALT,Plan Review,$0.00,
46938,,Plan Review,$0.00,
46939,ADD/ALT,Plan Review,$0.00,
46940,ADD/ALT,Plan Review,$0.00,
46941,,Plan Review,$0.00,
46942,ADD/ALT,Plan Review,$0.00,
46943,ADD/ALT,Plan Review,$0.00,
46944,NEW,Plan Review,$0.00,
46945,NEW,Plan Review,$1085362.00,
46946,,Plan Review,$0.00,
46947,,Plan Review,$0.00,
46948,ADD/ALT,Plan Review,$0.00,
46949,NEW,Plan Review,$0.00,
46950,ADD/ALT,Plan Review,$18425.00,
46951,ADD/ALT,Plan Review,$0.00,
46952,ADD/ALT,Plan Review,$0.00,
46953,ADD/ALT,Plan Review,$0.00,
46954,NEW,Plan Review,$0.00,
46955,,Plan Review,$0.00,
46956,ADD/ALT,Plan Review,$0.00,
46957,NEW,Plan Review,$0.00,
46958,ADD/ALT,Plan Review,$0.00,
46959,ADD/ALT,No plan review,$10000.00,
46960,ADD/ALT,Plan Review,$0.00,
46961,ALTER,Plan Review,$15000.00,
46962,ADD/ALT,Plan Review,$0.00,
46963,ADD/ALT,Plan Review,$0.00,
46964,,Plan Review,$0.00,
46965,,Plan Review,$0.00,
46966,NEW,Plan Review,$0.00,
46967,,Plan Review,$0.00,
46968,NEW,Plan Review,$0.00,
46969,ADD/ALT,Plan Review,$0.00,
46970,NEW,Plan Review,$0.00,
46971,ADD/ALT,Plan Review,$0.00,
46972,ADD/ALT,Plan Review,$0.00,
46973,ADD/ALT,Plan Review,$0.00,
46974,ADD/ALT,Plan Review,$0.00,
46975,,Plan Review,$0.00,
46976,ADD/ALT,Plan Review,$40000.00,
46977,ADD/ALT,Plan Review,$0.00,
46978,ADD/ALT,Plan Review,$0.00,
46979,NEW,Plan Review,$0.00,
46980,ADD/ALT,Plan Review,$0.00,
46981,ADD/ALT,Plan Review,$0.00,
46982,ADD/ALT,Plan Review,$0.00,
46983,ADD/ALT,Plan Review,$0.00,
46984,NEW,Plan Review,$0.00,
46985,ADD/ALT,Plan Review,$0.00,
46986,,Plan Review,$0.00,
46987,DEMOLITION,Plan Review,$0.00,
46988,NEW,Plan Review,$0.00,
46989,,Plan Review,$0.00,
46990,ADD/ALT,No plan review,$500.00,
46991,ADD/ALT,Plan Review,$0.00,
46992,ADD/ALT,Plan Review,$0.00,
46993,ADD/ALT,Plan Review,$0.00,
46994,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,
46995,ADD/ALT,Plan Review,$0.00,
46996,ADD/ALT,Plan Review,$0.00,
46997,ADD/ALT,Plan Review,$0.00,
46998,ADD/ALT,Plan Review,$0.00,
46999,ADD/ALT,Plan Review,$0.00,
47000,ADD/ALT,Plan Review,$0.00,
47001,ADD/ALT,Plan Review,$0.00,
47002,,Plan Review,$0.00,
47003,ADD/ALT,Plan Review,$0.00,
47004,,Plan Review,$0.00,
47005,,Plan Review,$0.00,
47006,ADD/ALT,Plan Review,$0.00,
47007,,No plan review,$0.00,
47008,ADD/ALT,Plan Review,$0.00,
47009,ADD/ALT,Plan Review,$0.00,
47010,ADD/ALT,Plan Review,$0.00,
47011,ADD/ALT,Plan Review,$0.00,
47012,ADD/ALT,Plan Review,$0.00,
47013,ADD/ALT,Plan Review,$0.00,
47014,ADD/ALT,Plan Review,$0.00,
47015,,Plan Review,$0.00,
47016,,Plan Review,$0.00,
47017,ADD/ALT,Plan Review,$0.00,
47018,ADD/ALT,Plan Review,$0.00,
47019,ADD/ALT,Plan Review,$0.00,
47020,DEMOLITION,Plan Review,$0.00,
47021,ADD/ALT,Plan Review,$0.00,
47022,ADD/ALT,Plan Review,$0.00,
47023,ADD/ALT,Plan Review,$0.00,
47024,ADD/ALT,Plan Review,$0.00,
47025,NEW,Plan Review,$0.00,
47026,ADD/ALT,Plan Review,$0.00,
47027,ADD/ALT,Plan Review,$0.00,
47028,ADD/ALT,Plan Review,$1.00,
47029,,Plan Review,$0.00,
47030,,Plan Review,$0.00,
47031,ADD/ALT,Plan Review,$0.00,
47032,ADD/ALT,Plan Review,$29999.00,
47033,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,
47034,,Plan Review,$0.00,
47035,,Plan Review,$0.00,
47036,,Plan Review,$0.00,
47037,,Plan Review,$0.00,
47038,,Plan Review,$0.00,
47039,NEW,Plan Review,$0.00,
47040,GRADING,Plan Review,$0.00,
47041,,Plan Review,$0.00,
47042,ADD/ALT,Plan Review,$25000.00,
47043,,Plan Review,$0.00,
47044,NEW,Plan Review,$0.00,
47045,ADD/ALT,Plan Review,$0.00,
47046,ADD/ALT,Plan Review,$0.00,
47047,ADD/ALT,Plan Review,$0.00,
47048,ADD/ALT,Plan Review,$0.00,
47049,,Plan Review,$0.00,
47050,DEMOLITION,No plan review,$0.00,
47051,,Plan Review,$0.00,
47052,,Plan Review,$0.00,
47053,ADD/ALT,Plan Review,$0.00,
47054,ADD/ALT,Plan Review,$0.00,
47055,,No plan review,$0.00,
47056,ADD/ALT,Plan Review,$0.00,
47057,ADD/ALT,Plan Review,$0.00,
47058,ADD/ALT,Plan Review,$0.00,
47059,,Plan Review,$0.00,
47060,ADD/ALT,Plan Review,$0.00,
47061,ADD/ALT,Plan Review,$0.00,
47062,ADD/ALT,Plan Review,$0.00,
47063,ADD/ALT,Plan Review,$0.00,
47064,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,
47065,NEW,Plan Review,$0.00,
47066,ADD/ALT,Plan Review,$0.00,
47067,ADD/ALT,Plan Review,$0.00,
47068,NEW,Plan Review,$0.00,
47069,ADD/ALT,Plan Review,$0.00,
47070,NEW,Plan Review,$0.00,
47071,ADD/ALT,Plan Review,$0.00,
47072,NEW,Plan Review,$0.00,
47073,NEW,Plan Review,$0.00,
47074,ADD/ALT,Plan Review,$0.00,
47075,ADD/ALT,Plan Review,$0.00,
47076,ADD/ALT,Plan Review,$0.00,
47077,ADD/ALT,Plan Review,$0.00,
47078,,Plan Review,$0.00,
47079,ADD/ALT,Plan Review,$12000.00,
47080,ADD/ALT,Plan Review,$0.00,
47081,,Plan Review,$0.00,
47082,ADD/ALT,Plan Review,$0.00,
47083,ADD/ALT,Plan Review,$0.00,
47084,ADD/ALT,Plan Review,$0.00,
47085,ADD/ALT,Plan Review,$0.00,
47086,ADD/ALT,Plan Review,$0.00,
47087,,Plan Review,$0.00,
47088,,Plan Review,$0.00,
47089,,Plan Review,$0.00,
47090,NEW,Plan Review,$0.00,
47091,NEW,Plan Review,$0.00,
47092,ADD/ALT,Plan Review,$0.00,
47093,ADD/ALT,Plan Review,$0.00,
47094,ADD/ALT,Plan Review,$0.00,
47095,ADD/ALT,Plan Review,$0.00,
47096,ADD/ALT,Plan Review,$0.00,
47097,ADD/ALT,Plan Review,$0.00,
47098,ADD/ALT,Plan Review,$0.00,
47099,ADD/ALT,Plan Review,$0.00,
47100,NEW,Plan Review,$0.00,
47101,ADD/ALT,Plan Review,$0.00,
47102,ADD/ALT,Plan Review,$115000.00,
47103,NEW,Plan Review,$0.00,
47104,ADD/ALT,Plan Review,$0.00,
47105,ADD/ALT,Plan Review,$0.00,
47106,NEW,Plan Review,$0.00,
47107,ADD/ALT,Plan Review,$0.00,
47108,ADD/ALT,Plan Review,$0.00,
47109,ADD/ALT,Plan Review,$0.00,
47110,ADD/ALT,Plan Review,$0.00,
47111,ADD/ALT,Plan Review,$0.00,
47112,ADD/ALT,Plan Review,$0.00,
47113,,Plan Review,$0.00,
47114,,Plan Review,$0.00,
47115,ADD/ALT,Plan Review,$0.00,
47116,ADD/ALT,Plan Review,$0.00,
47117,,Plan Review,$0.00,
47118,ADD/ALT,Plan Review,$0.00,
47119,,Plan Review,$0.00,
47120,ADD/ALT,Plan Review,$0.00,
47121,ADD/ALT,Plan Review,$0.00,
47122,ADD/ALT,Plan Review,$0.00,
47123,ADD/ALT,Plan Review,$0.00,
47124,,Plan Review,$0.00,
47125,ADD/ALT,Plan Review,$16300.00,
47126,,Plan Review,$0.00,
47127,NEW,Plan Review,$0.00,
47128,NEW,Plan Review,$0.00,
47129,NO CONSTRUCTION,Plan Review,$250.00,
47130,CURB CUT,No plan review,$0.00,
47131,,Plan Review,$0.00,
47132,,Plan Review,$0.00,
47133,ADD/ALT,Plan Review,$0.00,
47134,ADD/ALT,Plan Review,$0.00,
47135,ADD/ALT,Plan Review,$0.00,
47136,ADD/ALT,Plan Review,$0.00,
47137,,Plan Review,$0.00,
47138,ADD/ALT,Plan Review,$4000.00,
47139,,No plan review,$0.00,
47140,ADD/ALT,Plan Review,$0.00,
47141,ADD/ALT,Plan Review,$0.00,
47142,,No plan review,$0.00,
47143,,Plan Review,$0.00,
47144,ADD/ALT,Plan Review,$669001.00,
47145,ADD/ALT,Plan Review,$0.00,
47146,,Plan Review,$0.00,
47147,ADD/ALT,Plan Review,$0.00,
47148,,Plan Review,$0.00,
47149,NEW,Plan Review,$0.00,
47150,NEW,Plan Review,$0.00,
47151,ADD/ALT,Plan Review,$0.00,
47152,,Plan Review,$0.00,
47153,,Plan Review,$0.00,
47154,,No plan review,$0.00,
47155,,No plan review,$0.00,
47156,ADD/ALT,Plan Review,$0.00,
47157,ADD/ALT,Plan Review,$0.00,
47158,NEW,Plan Review,$0.00,
47159,,No plan review,$0.00,
47160,,Plan Review,$0.00,
47161,NEW,Plan Review,$0.00,
47162,,Plan Review,$0.00,
47163,ADD/ALT,Plan Review,$0.00,
47164,ADD/ALT,Plan Review,$0.00,
47165,NEW,Plan Review,$0.00,
47166,NEW,Plan Review,$0.00,
47167,ADD/ALT,Plan Review,$0.00,
47168,NEW,Plan Review,$0.00,
47169,ADD/ALT,No plan review,$0.00,
47170,ADD/ALT,Plan Review,$0.00,
47171,ADD/ALT,Plan Review,$0.00,
47172,NEW,Plan Review,$0.00,
47173,ADD/ALT,Plan Review,$0.00,
47174,NEW,Plan Review,$0.00,
47175,ADD/ALT,Plan Review,$0.00,
47176,ADD/ALT,Plan Review,$0.00,
47177,,Plan Review,$0.00,
47178,,Plan Review,$0.00,
47179,ADD/ALT,Plan Review,$0.00,
47180,ADD/ALT,Plan Review,$0.00,
47181,ADD/ALT,Plan Review,$0.00,
47182,ADD/ALT,Plan Review,$0.00,
47183,ADD/ALT,Plan Review,$0.00,
47184,,Plan Review,$0.00,
47185,NEW,Plan Review,$0.00,
47186,ADD/ALT,Plan Review,$0.00,
47187,ADD/ALT,Plan Review,$0.00,
