id,district,police_beat 
94743,U,U3
94744,B,B2
94745,K,K1
94746,F,F2
94747,J,J1
94748,G,G3
94749,B,B1
94750,G,G1
94751,E,E3
94752,N,N2
94753,Q,Q1
94754,U,U1
94755,K,K3
94756,F,F1
94757,M,M3
94758,L,L1
94759,N,N3
94760,J,J1
94761,Q,Q2
94762,F,F3
94763,Q,Q2
94764,C,C2
94765,U,U2
94766,B,B3
94767,B,B1
94768,D,D1
94769,J,J3
94770,F,F2
94771,B,B3
94772,Q,Q2
94773,D,D1
94774,O,O3
94775,W,W1
94776,E,E2
94777,D,D3
94778,W,W1
94779,Q,Q2
94780,Q,Q3
94781,U,U3
94782,F,F3
94783,D,D3
94784,Q,Q1
94785,U,U3
94786,R,R3
94787,N,N3
94788,E,E2
94789,W,W1
94790,Q,Q3
94791,B,B1
94792,L,L3
94793,E,E1
94794,C,C3
94795,U,U2
94796,J,J3
94797,B,B1
94798,L,L1
94799,M,M3
94800,J,J1
94801,L,L2
94802,N,N2
94803,Q,Q1
94804,C,C2
94805,E,E1
94806,E,E2
94807,D,D3
94808,L,L3
94809,Q,Q2
94810,E,E1
94811,D,D1
94812,N,N2
94813,M,M3
94814,B,B3
94815,L,L2
94816,Q,Q2
94817,O,O2
94818,F,F2
94819,K,K3
94820,C,C1
94821,C,C1
94822,S,S3
94823,U,U2
94824,Q,Q2
94825,N,N3
94826,U,U3
94827,J,J3
94828,W,W3
94829,J,J2
94830,J,J3
94831,J,J2
94832,C,C3
94833,U,U1
94834,J,J1
94835,O,O1
94836,M,M1
94837,E,E2
94838,U,U2
94839,E,E2
94840,F,F2
94841,C,C2
94842,B,B2
94843,N,N3
94844,U,U2
94845,W,W2
94846,U,U3
94847,G,G3
94848,C,C2
94849,L,L3
94850,L,L3
94851,L,L2
94852,M,M1
94853,C,C1
94854,F,F3
94855,E,E1
94856,R,R1
94857,U,U1
94858,R,R2
94859,K,K1
94860,W,W1
94861,B,B3
94862,E,E3
94863,M,M1
94864,O,O2
94865,F,F3
94866,B,B2
94867,D,D3
94868,U,U1
94869,R,R2
94870,B,B2
94871,C,C1
94872,O,O2
94873,G,G3
94874,L,L2
94875,Q,Q2
94876,U,U2
94877,N,N3
94878,C,C1
94879,N,N3
94880,B,B1
94881,N,N3
94882,K,K2
94883,U,U1
94884,U,U2
94885,J,J1
94886,Q,Q1
94887,M,M3
94888,M,M2
94889,L,L1
94890,B,B3
94891,S,S2
94892,B,B3
94893,L,L1
94894,N,N2
94895,F,F2
94896,M,M2
94897,Q,Q1
94898,R,R1
94899,E,E3
94900,L,L3
94901,M,M1
94902,G,G1
94903,J,J3
94904,B,B1
94905,N,N2
94906,R,R1
94907,K,K2
94908,M,M3
94909,C,C2
94910,E,E1
94911,L,L3
94912,J,J2
94913,M,M2
94914,E,E2
94915,G,G3
94916,W,W2
94917,R,R3
94918,U,U2
94919,E,E3
94920,D,D1
94921,N,N2
94922,B,B3
94923,M,M3
94924,B,B2
94925,K,K3
94926,G,G2
94927,K,K3
94928,E,E1
94929,O,O1
94930,B,B1
94931,G,G2
94932,G,G2
94933,C,C1
94934,U,U1
94935,M,M2
94936,R,R2
94937,N,N2
94938,U,U2
94939,C,C1
94940,R,R2
94941,D,D1
94942,D,D1
94943,K,K2
94944,K,K1
94945,W,W3
94946,N,N2
94947,U,U3
94948,D,D1
94949,N,N2
94950,M,M1
94951,D,D2
94952,U,U1
94953,U,U3
94954,N,N3
94955,D,D2
94956,B,B2
94957,U,U1
94958,S,S1
94959,K,K1
94960,J,J1
94961,B,B3
94962,L,L3
94963,K,K3
94964,W,W3
94965,C,C3
94966,M,M1
94967,K,K2
94968,M,M1
94969,K,K1
94970,C,C1
94971,N,N2
94972,N,N2
94973,N,N2
94974,N,N3
94975,D,D2
94976,B,B2
94977,U,U1
94978,L,L3
94979,L,L3
94980,N,N1
94981,M,M2
94982,B,B1
94983,L,L3
94984,K,K2
94985,O,O3
94986,D,D2
94987,D,D1
94988,M,M2
94989,S,S2
94990,N,N2
94991,N,N3
94992,E,E1
94993,Q,Q3
94994,U,U1
94995,F,F1
94996,L,L3
94997,E,E2
94998,B,B3
94999,U,U2
95000,M,M2
95001,G,G2
95002,E,E2
95003,L,L3
95004,G,G2
95005,R,R3
95006,E,E1
95007,J,J1
95008,M,M2
95009,K,K2
95010,E,E2
95011,W,W2
95012,O,O2
95013,M,M3
95014,L,L3
95015,Q,Q3
95016,N,N2
95017,D,D2
95018,M,M3
95019,R,R3
95020,Q,Q3
95021,M,M2
95022,D,D1
95023,D,D3
95024,E,E1
95025,N,N1
95026,R,R3
95027,R,R2
95028,E,E2
95029,K,K1
95030,E,E2
95031,B,B1
95032,D,D3
95033,C,C1
95034,F,F3
95035,B,B1
95036,B,B2
95037,S,S2
95038,D,D3
95039,L,L1
95040,S,S1
95041,C,C2
95042,M,M2
95043,M,M2
95044,W,W3
95045,C,C2
95046,W,W1
95047,D,D1
95048,U,U1
95049,R,R1
95050,U,U2
95051,B,B1
95052,J,J3
95053,Q,Q3
95054,D,D2
95055,D,D3
95056,C,C2
95057,R,R1
95058,Q,Q2
95059,L,L2
95060,B,B2
95061,O,O1
95062,U,U2
95063,C,C3
95064,J,J3
95065,N,N3
95066,Q,Q3
95067,U,U2
95068,B,B1
95069,E,E3
95070,S,S3
95071,U,U3
95072,E,E3
95073,S,S3
95074,Q,Q3
95075,L,L3
95076,K,K3
95077,C,C2
95078,K,K2
95079,K,K3
95080,W,W2
95081,L,L1
95082,E,E1
95083,K,K2
95084,R,R1
95085,U,U1
95086,F,F2
95087,Q,Q3
95088,M,M1
95089,K,K2
95090,G,G1
95091,D,D2
95092,E,E2
95093,R,R2
95094,R,R2
95095,B,B1
95096,E,E2
95097,B,B3
95098,Q,Q3
95099,Q,Q1
95100,Q,Q3
95101,M,M1
95102,W,W2
95103,S,S2
95104,C,C3
95105,M,M2
95106,Q,Q2
95107,B,B2
95108,E,E2
95109,U,U2
95110,E,E1
95111,R,R1
95112,D,D2
95113,U,U2
95114,B,B2
95115,E,E3
95116,R,R3
95117,B,B1
95118,L,L2
95119,U,U3
95120,K,K2
95121,E,E2
95122,K,K3
95123,W,W3
95124,F,F2
95125,R,R3
95126,R,R2
95127,M,M3
95128,B,B1
95129,K,K1
95130,C,C3
95131,W,W1
95132,Q,Q1
95133,K,K3
95134,D,D1
95135,E,E2
95136,E,E3
95137,B,B2
95138,K,K2
95139,W,W3
95140,R,R3
95141,K,K1
95142,K,K2
95143,M,M3
95144,L,L3
95145,C,C1
95146,E,E1
95147,S,S1
95148,J,J2
95149,F,F3
95150,99,99
95151,W,W1
95152,R,R3
95153,U,U1
95154,Q,Q3
95155,E,E2
95156,U,U1
95157,Q,Q3
95158,U,U3
95159,N,N2
95160,C,C2
95161,M,M1
95162,U,U1
95163,G,G3
95164,E,E3
95165,W,W3
95166,B,B2
95167,Q,Q3
95168,C,C3
95169,M,M1
95170,E,E2
95171,S,S3
95172,U,U3
95173,U,U2
95174,D,D3
95175,J,J1
95176,U,U2
95177,U,U2
95178,U,U3
95179,U,U2
95180,N,N2
95181,E,E2
95182,M,M3
95183,K,K3
95184,E,E2
95185,S,S2
95186,R,R1
95187,F,F2
95188,K,K3
95189,N,N3
95190,C,C3
95191,M,M3
95192,L,L2
95193,B,B2
95194,N,N3
95195,L,L3
95196,D,D1
95197,W,W3
95198,J,J1
95199,D,D2
95200,J,J3
95201,C,C2
95202,R,R3
95203,U,U3
95204,E,E3
95205,L,L3
95206,C,C1
95207,G,G3
95208,B,B2
95209,W,W1
95210,E,E2
95211,M,M1
95212,L,L2
95213,E,E2
95214,E,E3
95215,Q,Q1
95216,R,R3
95217,L,L2
95218,J,J3
95219,U,U3
95220,S,S2
95221,L,L1
95222,F,F1
95223,N,N3
95224,B,B2
95225,N,N3
95226,D,D3
95227,R,R1
95228,W,W2
95229,O,O1
95230,J,J2
95231,E,E2
95232,J,J3
95233,C,C2
95234,E,E3
95235,U,U2
95236,E,E2
95237,S,S2
95238,L,L2
95239,Q,Q3
95240,U,U3
95241,D,D3
95242,L,L3
95243,E,E1
95244,U,U2
95245,E,E1
95246,R,R3
95247,E,E2
95248,J,J2
95249,E,E1
95250,L,L1
95251,C,C2
95252,F,F2
95253,Q,Q2
95254,Q,Q1
95255,K,K3
95256,U,U2
95257,K,K2
95258,W,W1
95259,E,E2
95260,O,O3
95261,K,K2
95262,N,N2
95263,K,K2
95264,O,O1
95265,E,E1
95266,E,E2
95267,K,K3
95268,B,B3
95269,S,S2
95270,B,B2
95271,E,E3
95272,G,G1
95273,R,R3
95274,L,L2
95275,M,M3
95276,F,F3
95277,M,M3
95278,Q,Q2
95279,C,C1
95280,L,L3
95281,E,E2
95282,O,O2
95283,E,E2
95284,L,L3
95285,F,F3
95286,D,D2
95287,M,M1
95288,F,F3
95289,L,L3
95290,L,L3
95291,J,J1
95292,D,D2
95293,N,N3
95294,W,W1
95295,C,C3
95296,C,C3
95297,J,J2
95298,U,U1
95299,N,N2
95300,D,D2
95301,M,M2
95302,L,L2
95303,D,D3
95304,F,F2
95305,N,N3
95306,M,M3
95307,L,L3
95308,K,K2
95309,N,N2
95310,Q,Q2
95311,U,U3
95312,F,F2
95313,N,N3
95314,B,B2
95315,E,E2
95316,R,R2
95317,U,U2
95318,99,99
95319,E,E2
95320,L,L3
95321,B,B3
95322,M,M2
95323,R,R3
95324,L,L1
95325,F,F3
95326,Q,Q1
95327,B,B3
95328,B,B1
95329,Q,Q3
95330,E,E2
95331,L,L3
95332,D,D1
95333,D,D1
95334,E,E2
95335,C,C1
95336,G,G1
95337,E,E2
95338,E,E2
95339,L,L1
95340,M,M2
95341,S,S2
95342,N,N1
95343,S,S3
95344,D,D2
95345,D,D2
95346,D,D3
95347,G,G3
95348,R,R1
95349,R,R3
95350,S,S2
95351,E,E3
95352,E,E2
95353,G,G1
95354,M,M1
95355,E,E3
95356,K,K3
95357,O,O2
95358,Q,Q3
95359,B,B1
95360,M,M3
95361,N,N3
95362,K,K2
95363,N,N1
95364,L,L2
95365,N,N3
95366,B,B2
95367,M,M3
95368,K,K1
95369,G,G1
95370,S,S2
95371,R,R3
95372,B,B3
95373,B,B3
95374,U,U3
95375,R,R2
95376,E,E1
95377,R,R1
95378,K,K1
95379,D,D1
95380,F,F2
95381,J,J2
95382,N,N3
95383,D,D1
95384,N,N2
95385,U,U1
95386,J,J3
95387,L,L2
95388,D,D1
95389,W,W2
95390,G,G1
95391,W,W1
95392,W,W2
95393,M,M2
95394,M,M2
95395,D,D3
95396,B,B1
95397,N,N1
95398,E,E3
95399,R,R2
95400,Q,Q1
95401,J,J1
95402,E,E2
95403,U,U2
95404,M,M2
95405,N,N3
95406,Q,Q3
95407,M,M1
95408,K,K3
95409,W,W2
95410,K,K1
95411,E,E2
95412,N,N3
95413,J,J2
95414,Q,Q3
95415,B,B1
95416,C,C2
95417,B,B1
95418,B,B2
95419,W,W1
95420,J,J1
95421,C,C3
95422,R,R2
95423,K,K1
95424,L,L2
95425,F,F3
95426,O,O1
95427,U,U3
95428,R,R2
95429,G,G2
95430,K,K1
95431,R,R2
95432,Q,Q2
95433,J,J3
95434,C,C2
95435,F,F1
95436,U,U3
95437,E,E2
95438,Q,Q2
95439,N,N3
95440,W,W1
95441,J,J2
95442,D,D2
95443,K,K3
95444,J,J1
95445,K,K1
95446,K,K1
95447,E,E2
95448,Q,Q3
95449,O,O2
95450,C,C2
95451,R,R2
95452,F,F2
95453,M,M3
95454,L,L2
95455,G,G2
95456,N,N2
95457,N,N2
95458,J,J3
95459,K,K1
95460,K,K3
95461,E,E2
95462,B,B2
95463,J,J2
95464,M,M1
95465,Q,Q1
95466,W,W2
95467,B,B3
95468,D,D1
95469,F,F2
95470,E,E3
95471,U,U1
95472,E,E1
95473,E,E1
95474,N,N1
95475,N,N3
95476,Q,Q1
95477,L,L1
95478,Q,Q3
95479,U,U1
95480,D,D1
95481,W,W2
95482,K,K1
95483,J,J1
95484,E,E3
95485,E,E2
95486,G,G2
95487,R,R1
95488,R,R1
95489,R,R3
95490,C,C2
95491,W,W1
95492,K,K2
95493,G,G3
95494,N,N3
95495,D,D1
95496,U,U1
95497,K,K3
95498,E,E1
95499,K,K2
95500,K,K1
95501,B,B3
95502,L,L2
95503,K,K3
95504,S,S2
95505,Q,Q1
95506,D,D3
95507,D,D1
95508,U,U3
95509,M,M3
95510,B,B1
95511,E,E2
95512,B,B2
95513,M,M2
95514,L,L2
95515,B,B3
95516,E,E3
95517,M,M1
95518,M,M1
95519,W,W1
95520,D,D3
95521,E,E1
95522,Q,Q2
95523,O,O3
95524,K,K1
95525,J,J3
95526,G,G1
95527,N,N3
95528,E,E2
95529,N,N2
95530,Q,Q2
95531,E,E1
95532,O,O1
95533,J,J1
95534,C,C1
95535,M,M3
95536,E,E2
95537,E,E2
95538,L,L2
95539,L,L3
95540,L,L2
95541,L,L2
95542,G,G1
95543,D,D2
95544,S,S1
95545,F,F3
95546,J,J2
95547,Q,Q1
95548,B,B3
95549,B,B1
95550,U,U1
95551,Q,Q2
95552,K,K1
95553,D,D1
95554,D,D2
95555,B,B1
95556,R,R2
95557,J,J1
95558,E,E3
95559,F,F2
95560,U,U1
95561,J,J2
95562,L,L3
95563,M,M1
95564,L,L2
95565,F,F2
95566,M,M3
95567,E,E2
95568,L,L1
95569,U,U2
95570,Q,Q2
95571,L,L1
95572,Q,Q3
95573,B,B3
95574,U,U1
95575,J,J2
95576,D,D3
95577,U,U1
95578,Q,Q3
95579,E,E1
95580,J,J2
95581,R,R1
95582,K,K2
95583,S,S3
95584,E,E2
95585,J,J3
95586,U,U1
95587,E,E3
95588,,
95589,M,M3
95590,J,J3
95591,B,B2
95592,N,N3
95593,S,S2
95594,M,M3
95595,C,C1
95596,B,B2
95597,W,W2
95598,N,N2
95599,E,E3
95600,D,D3
95601,B,B1
95602,Q,Q3
95603,B,B2
95604,W,W2
95605,G,G2
95606,N,N1
95607,Q,Q2
95608,K,K3
95609,Q,Q2
95610,K,K3
95611,F,F3
95612,O,O3
95613,F,F3
95614,E,E2
95615,N,N2
95616,G,G2
95617,N,N1
95618,L,L2
95619,L,L1
95620,O,O3
95621,U,U2
95622,K,K3
95623,F,F1
95624,N,N3
95625,K,K2
95626,G,G1
95627,S,S3
95628,J,J3
95629,N,N3
95630,O,O2
95631,U,U3
95632,N,N1
95633,M,M3
95634,U,U2
95635,R,R3
95636,K,K1
95637,K,K1
95638,K,K3
95639,W,W1
95640,J,J1
95641,S,S3
95642,F,F3
95643,O,O2
95644,M,M3
95645,Q,Q1
95646,R,R2
95647,K,K2
95648,Q,Q3
95649,Q,Q3
95650,C,C1
95651,E,E2
95652,D,D2
95653,G,G1
95654,E,E1
95655,B,B1
95656,S,S3
95657,U,U2
95658,D,D2
95659,F,F2
95660,B,B3
95661,Q,Q3
95662,B,B1
95663,N,N1
95664,Q,Q2
95665,U,U3
95666,C,C2
95667,U,U2
95668,U,U3
95669,D,D2
95670,S,S3
95671,M,M3
95672,E,E2
95673,E,E1
95674,N,N1
95675,F,F1
95676,F,F1
95677,N,N2
95678,E,E1
95679,M,M3
95680,W,W2
95681,N,N2
95682,N,N3
95683,S,S3
95684,N,N2
95685,E,E2
95686,F,F1
95687,R,R2
95688,O,O3
95689,L,L3
95690,U,U3
95691,U,U3
95692,M,M2
95693,S,S1
95694,B,B3
95695,K,K1
95696,Q,Q2
95697,R,R2
95698,G,G3
95699,O,O2
95700,M,M3
95701,U,U1
95702,B,B3
95703,R,R1
95704,L,L1
95705,U,U2
95706,B,B2
95707,W,W3
95708,B,B2
95709,J,J2
95710,N,N1
95711,Q,Q3
95712,M,M3
95713,D,D3
95714,O,O3
95715,Q,Q3
95716,O,O3
95717,S,S3
95718,S,S3
95719,E,E1
95720,U,U3
95721,L,L2
95722,J,J2
95723,M,M1
95724,S,S2
95725,B,B3
95726,K,K3
95727,U,U2
95728,Q,Q1
95729,S,S2
95730,U,U1
95731,D,D2
95732,D,D3
95733,E,E3
95734,O,O1
95735,B,B1
95736,N,N3
95737,M,M2
95738,E,E2
95739,F,F1
95740,B,B1
95741,Q,Q1
95742,D,D2
95743,E,E2
95744,G,G2
95745,M,M1
95746,C,C1
95747,D,D2
95748,O,O1
95749,U,U1
95750,W,W3
95751,N,N2
95752,Q,Q1
95753,Q,Q2
95754,Q,Q2
95755,G,G3
95756,Q,Q3
95757,G,G3
95758,C,C1
95759,D,D3
95760,Q,Q3
95761,Q,Q2
95762,M,M2
95763,J,J3
95764,W,W2
95765,M,M3
95766,D,D3
95767,D,D3
95768,N,N3
95769,W,W2
95770,R,R1
95771,E,E3
95772,B,B1
95773,M,M2
95774,E,E3
95775,M,M3
95776,L,L3
95777,G,G2
95778,F,F1
95779,D,D3
95780,E,E1
95781,M,M1
95782,M,M2
95783,F,F2
95784,D,D1
95785,M,M1
95786,N,N1
95787,U,U2
95788,M,M2
95789,W,W2
95790,D,D1
95791,R,R2
95792,C,C3
95793,L,L2
95794,N,N3
95795,M,M1
95796,M,M1
95797,D,D1
95798,U,U2
95799,J,J1
95800,E,E2
95801,C,C1
95802,U,U1
95803,R,R3
95804,C,C3
95805,D,D2
95806,S,S3
95807,E,E1
95808,M,M3
95809,S,S2
95810,U,U1
95811,B,B3
95812,S,S2
95813,R,R2
95814,D,D3
95815,M,M2
95816,R,R2
95817,O,O1
95818,R,R2
95819,K,K2
95820,C,C2
95821,L,L2
95822,L,L3
95823,O,O3
95824,F,F1
95825,E,E1
95826,M,M2
95827,U,U3
95828,F,F3
95829,D,D3
95830,F,F1
95831,G,G3
95832,C,C1
95833,D,D1
95834,O,O1
95835,B,B2
95836,N,N3
95837,E,E2
95838,U,U3
95839,R,R2
95840,M,M3
95841,U,U2
95842,B,B3
95843,R,R3
95844,B,B3
95845,D,D3
95846,D,D2
95847,M,M1
95848,Q,Q2
95849,Q,Q2
95850,R,R3
95851,G,G2
95852,D,D1
95853,D,D2
95854,F,F1
95855,K,K2
95856,O,O3
95857,F,F2
95858,U,U2
95859,Q,Q3
95860,L,L3
95861,M,M1
95862,M,M2
95863,D,D1
95864,F,F2
95865,E,E2
95866,R,R2
95867,Q,Q1
95868,B,B2
95869,G,G1
95870,C,C2
95871,E,E2
95872,S,S3
95873,O,O1
95874,B,B3
95875,R,R2
95876,D,D2
95877,U,U2
95878,E,E1
95879,K,K1
95880,O,O3
95881,U,U1
95882,E,E3
95883,O,O3
95884,L,L3
95885,D,D1
95886,C,C1
95887,E,E3
95888,U,U1
95889,K,K3
95890,N,N3
95891,R,R3
95892,L,L2
95893,Q,Q1
95894,N,N3
95895,D,D3
95896,N,N2
95897,G,G2
95898,M,M2
95899,R,R2
95900,U,U2
95901,L,L2
95902,E,E1
95903,L,L3
95904,M,M1
95905,R,R3
95906,R,R2
95907,M,M2
95908,C,C1
95909,E,E1
95910,J,J1
95911,G,G2
95912,S,S1
95913,L,L3
95914,U,U3
95915,M,M1
95916,K,K2
95917,O,O2
95918,K,K1
95919,K,K1
95920,D,D3
95921,Q,Q1
95922,R,R3
95923,K,K2
95924,O,O1
95925,K,K2
95926,W,W2
95927,U,U3
95928,W,W1
95929,C,C1
95930,C,C1
95931,C,C3
95932,D,D2
95933,O,O3
95934,U,U3
95935,N,N1
95936,U,U1
95937,F,F3
95938,U,U3
95939,W,W1
95940,Q,Q2
95941,K,K1
95942,F,F2
95943,K,K3
95944,U,U1
95945,U,U1
95946,Q,Q1
95947,B,B1
95948,E,E1
95949,G,G3
95950,L,L1
95951,B,B3
95952,D,D1
95953,R,R2
95954,C,C2
95955,Q,Q1
95956,M,M3
95957,Q,Q2
95958,B,B2
95959,F,F3
95960,E,E1
95961,U,U2
95962,D,D3
95963,S,S2
95964,U,U3
95965,C,C3
95966,C,C2
95967,E,E1
95968,C,C2
95969,C,C3
95970,U,U2
95971,D,D2
95972,G,G2
95973,D,D1
95974,F,F2
95975,U,U1
95976,G,G3
95977,E,E2
95978,G,G1
95979,R,R2
95980,N,N3
95981,M,M3
95982,C,C1
95983,F,F3
95984,K,K1
95985,N,N3
95986,L,L1
95987,B,B2
95988,N,N1
95989,S,S3
95990,M,M2
95991,J,J3
95992,Q,Q1
95993,R,R2
95994,E,E3
95995,E,E2
95996,D,D1
95997,B,B3
95998,B,B3
95999,R,R3
96000,M,M1
96001,J,J2
96002,G,G3
96003,M,M1
96004,Q,Q2
96005,L,L3
96006,L,L3
96007,M,M1
96008,M,M3
96009,M,M3
96010,U,U3
96011,Q,Q2
96012,D,D2
96013,L,L3
96014,Q,Q2
96015,U,U1
96016,Q,Q1
96017,R,R3
96018,E,E2
96019,G,G3
96020,K,K3
96021,M,M2
96022,M,M3
96023,U,U2
96024,B,B3
96025,U,U2
96026,M,M2
96027,L,L1
96028,L,L1
96029,G,G3
96030,J,J1
96031,W,W1
96032,R,R2
96033,B,B1
96034,K,K3
96035,L,L2
96036,R,R2
96037,G,G2
96038,J,J3
96039,R,R3
96040,J,J2
96041,R,R1
96042,K,K1
96043,N,N1
96044,R,R2
96045,Q,Q3
96046,C,C3
96047,E,E3
96048,G,G3
96049,L,L1
96050,L,L3
96051,L,L1
96052,D,D3
96053,W,W1
96054,R,R3
96055,D,D2
96056,99,99
96057,Q,Q2
96058,K,K1
96059,Q,Q3
96060,O,O1
96061,R,R3
96062,B,B1
96063,E,E1
96064,N,N3
96065,R,R2
96066,S,S2
96067,L,L2
96068,W,W3
96069,C,C3
96070,Q,Q3
96071,M,M2
96072,N,N3
96073,U,U2
96074,N,N2
96075,U,U2
96076,S,S2
96077,W,W3
96078,D,D3
96079,K,K2
96080,G,G2
96081,D,D2
96082,F,F3
96083,,
96084,G,G3
96085,J,J1
96086,M,M2
96087,S,S2
96088,D,D2
96089,Q,Q2
96090,M,M1
96091,J,J2
96092,O,O1
96093,M,M1
96094,R,R1
96095,K,K2
96096,W,W1
96097,J,J3
96098,N,N3
96099,G,G2
96100,K,K2
96101,K,K3
96102,K,K3
96103,N,N3
96104,K,K1
96105,K,K3
96106,E,E2
96107,G,G2
96108,C,C3
96109,L,L3
96110,99,99
96111,N,N2
96112,M,M1
96113,C,C1
96114,G,G1
96115,S,S1
96116,J,J2
96117,N,N3
96118,F,F1
96119,M,M2
96120,E,E2
96121,F,F3
96122,Q,Q1
96123,E,E1
96124,L,L2
96125,Q,Q2
96126,L,L1
96127,J,J2
96128,L,L2
96129,S,S2
96130,F,F3
96131,E,E2
96132,F,F1
96133,D,D3
96134,M,M3
96135,D,D2
96136,B,B2
96137,Q,Q3
96138,E,E2
96139,W,W3
96140,B,B1
96141,U,U1
96142,U,U3
96143,N,N3
96144,G,G2
96145,F,F1
96146,Q,Q2
96147,R,R2
96148,B,B2
96149,K,K1
96150,J,J1
96151,N,N3
96152,U,U2
96153,N,N3
96154,O,O1
96155,G,G3
96156,L,L1
96157,G,G1
96158,L,L1
96159,J,J2
96160,N,N3
96161,M,M2
96162,M,M2
96163,N,N3
96164,K,K3
96165,K,K1
96166,N,N3
96167,J,J3
96168,K,K1
96169,D,D2
96170,F,F3
96171,Q,Q3
96172,B,B2
96173,S,S1
96174,F,F2
96175,R,R3
96176,C,C3
96177,E,E2
96178,D,D3
96179,E,E3
96180,U,U1
96181,L,L2
96182,L,L2
96183,Q,Q3
96184,L,L2
96185,U,U2
96186,K,K2
96187,J,J3
96188,Q,Q2
96189,W,W3
96190,K,K3
96191,Q,Q2
96192,E,E1
96193,Q,Q2
96194,K,K2
96195,U,U2
96196,E,E3
96197,S,S3
96198,Q,Q3
96199,L,L2
96200,N,N3
96201,U,U3
96202,F,F3
96203,D,D2
96204,K,K2
96205,K,K1
96206,G,G3
96207,M,M2
96208,O,O3
96209,D,D1
96210,O,O2
96211,F,F1
96212,U,U1
96213,E,E2
96214,D,D1
96215,E,E2
96216,B,B2
96217,D,D1
96218,K,K2
96219,D,D1
96220,R,R3
96221,J,J3
96222,U,U2
96223,Q,Q1
96224,K,K3
96225,Q,Q3
96226,K,K2
96227,D,D1
96228,L,L3
96229,J,J2
96230,W,W1
96231,O,O1
96232,B,B2
96233,C,C3
96234,U,U1
96235,U,U1
96236,N,N3
96237,M,M1
96238,D,D1
96239,R,R3
96240,K,K2
96241,S,S2
96242,J,J3
96243,Q,Q3
96244,E,E1
96245,F,F3
96246,Q,Q1
96247,C,C1
96248,E,E2
96249,O,O2
96250,W,W2
96251,F,F2
96252,U,U2
96253,C,C1
96254,L,L2
96255,S,S3
96256,M,M1
96257,Q,Q3
96258,N,N3
96259,D,D3
96260,N,N2
96261,J,J3
96262,F,F2
96263,E,E3
96264,W,W3
96265,O,O1
96266,W,W2
96267,M,M2
96268,M,M2
96269,C,C1
96270,N,N2
96271,M,M2
96272,N,N3
96273,N,N2
96274,C,C1
96275,Q,Q2
96276,D,D1
96277,C,C2
96278,U,U3
96279,N,N3
96280,K,K3
96281,N,N2
96282,M,M3
96283,M,M3
96284,E,E1
96285,U,U1
96286,E,E2
96287,S,S2
96288,U,U3
96289,E,E3
96290,E,E2
96291,G,G3
96292,D,D1
96293,Q,Q1
96294,C,C1
96295,F,F2
96296,L,L1
96297,E,E2
96298,B,B2
96299,J,J3
96300,S,S3
96301,K,K3
96302,Q,Q3
96303,K,K1
96304,K,K3
96305,Q,Q3
96306,E,E2
96307,M,M2
96308,E,E1
96309,N,N3
96310,E,E3
96311,L,L3
96312,R,R3
96313,U,U3
96314,K,K2
96315,C,C3
96316,L,L3
96317,O,O1
96318,F,F3
96319,L,L2
96320,M,M2
96321,N,N2
96322,E,E3
96323,G,G2
96324,E,E1
96325,E,E1
96326,N,N3
96327,W,W1
96328,Q,Q1
96329,U,U3
96330,Q,Q3
96331,D,D1
96332,M,M1
96333,K,K1
96334,U,U2
96335,O,O1
96336,S,S2
96337,B,B2
96338,F,F1
96339,F,F3
96340,U,U1
96341,O,O1
96342,B,B2
96343,O,O1
96344,G,G2
96345,K,K3
96346,S,S2
96347,E,E3
96348,R,R2
96349,J,J3
96350,S,S2
96351,E,E3
96352,L,L1
96353,K,K3
96354,J,J2
96355,E,E2
96356,E,E3
96357,G,G3
96358,K,K1
96359,E,E3
96360,M,M1
96361,L,L2
96362,B,B3
96363,M,M3
96364,C,C2
96365,G,G2
96366,S,S2
96367,B,B3
96368,N,N2
96369,L,L3
96370,L,L2
96371,G,G2
96372,Q,Q1
96373,W,W2
96374,W,W2
96375,F,F2
96376,K,K2
96377,F,F3
96378,S,S1
96379,E,E2
96380,J,J2
96381,N,N3
96382,U,U2
96383,E,E2
96384,M,M3
96385,E,E2
96386,K,K3
96387,U,U2
96388,E,E2
96389,O,O3
96390,F,F3
96391,C,C1
96392,R,R2
96393,M,M3
96394,R,R3
96395,B,B3
96396,U,U1
96397,C,C2
96398,B,B3
96399,C,C2
96400,K,K2
96401,D,D3
96402,G,G3
96403,F,F1
96404,E,E2
96405,E,E2
96406,E,E1
96407,K,K3
96408,B,B3
96409,G,G3
96410,G,G1
96411,O,O1
96412,M,M2
96413,N,N3
96414,U,U2
96415,E,E2
96416,B,B2
96417,G,G2
96418,W,W1
96419,C,C3
96420,D,D2
96421,U,U3
96422,Q,Q2
96423,Q,Q2
96424,L,L2
96425,M,M1
96426,Q,Q2
96427,Q,Q2
96428,B,B3
96429,K,K3
96430,U,U3
96431,B,B3
96432,C,C2
96433,C,C3
96434,J,J3
96435,R,R3
96436,J,J3
96437,D,D2
96438,E,E1
96439,R,R3
96440,E,E1
96441,R,R2
96442,B,B1
96443,W,W2
96444,C,C1
96445,O,O2
96446,M,M2
96447,N,N2
96448,R,R3
96449,G,G2
96450,R,R1
96451,D,D3
96452,J,J3
96453,B,B2
96454,J,J3
96455,D,D1
96456,E,E1
96457,M,M2
96458,L,L3
96459,B,B3
96460,U,U2
96461,L,L1
