id,Type,Description,Value
3003264,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT","Shoreline Substantial Development permit to establish use as park,  establish use as accessory parking for a community center and restore shoreline. Project includes more than 500 cubic yards of grading. Environmental Review conducted by Seattle Parks and Recreation.",$0.00
3003316,SEPA THRESHOLD DETERMINATION,"Land Use Permit to construct a 26,000 sq.ft. addition to an existing roof structure covering an existing scrap yard, Phase II (NUCOR).",$0.00
3003312,SEPA THRESHOLD DETERMINATION,Land Use Permit for the construction of three 2-unit townhouses and one 3-unit triplex in an environmentally critical area. Parking for 9 vehicles to be provided within the structures.,$0.00
3003255,SEPA THRESHOLD DETERMINATION,"Land use approval to establish use for two 2-unit townhouse structures & one 5-unit townhouse structure for a total of 9 units, in an environmentally critical area. Parking will be located within the structures. Existing structures to be demolished.",$0.00
3003058,SHORT PLAT,Land use approval to subdivide one parcel into 3 unit lots. The construction of townhouses and a single family residence is being reviewed under project #2505168. Development standards will be applied be applied to the original parcel and not to each of the new unit lots.,$0.00
3003243,SHORT PLAT,Land Use Permit to sudivide 1 parcel into 7 Unit Lots in an enviromentally critical area. The environmental review is being conducted under 3002985 and the construction of a townhouse is being reviewed under 6066119. Existing 4-unit townhouse structure to remain. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots. Development standards will be applied to the original parcel and not each of the new unit lots.,$0.00
3003057,SHORT PLAT,Land use permit to subdivide one parcel into 3 unit lots.The construction of one townhouse and one single-family residence is being reviewed under project#2505166.This subdivision of property is only for the purpose of allowing sale or lease of the unit lots. Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003262,SHORT PLAT,Land use permit to subdivide one parcel into 2 parcels of land.Existing structures are to be removed.,$0.00
3003354,SEPA THRESHOLD DETERMINATION,"CANCELED PER APPLICANT REQUEST 8/3/06. Land use approval to construct two, 2-unit townhouse structures in an environmentally critical area. Parking for 4 vehicles will be located within the structures. Demolition of single family residence and construction of four townhouse units is being reviewed under building permit application #2504418.",$0.00
3003344,SHORT PLAT,Land use permit to subdivide 1 parcel into 6 unit lots. The construction of townhouses has been approved under project# 2406293. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots. Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003345,SHORT PLAT,Land use permit to subdivide 1 parcel into 4 unit lots. The construction of townhouses has been approved under project#2406294.This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003131,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION","Land use permit to approve a 1,750 sq.ft.addition to an existing religious facility (Van Hanh Buddist Association).",$0.00
3003041,SHORT PLAT,Land use permit to subdivide one parcel into 4 unit lots.The construction of townhouses has been approved under project #2400259.This subdivision of property is only for the purpose of allowing sale or lease of the unit lots. Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3005883,"DESIGN REVIEW, SEPA THRESHOLD DETERMINATION","MASTER USE PERMIT TO ESTABLISH USE FOR FUTURE CONSTRUCTION OF A 3-STORY, 3 UNITAPARTMENT BUILDING WITH 3 TANDEM PARKING SPACES PROVIDED AT GRADE. EXISTING STRUCTURE TO BE REMOVED.",$0.00
3003359,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",Land use approval to establish use as 8 single family residences in an environmentally critical area (clustered housing planned development).  Parking for 14 vehicles will be located within the structures and surface parking spaces will be provided on the site.,$0.00
3003242,SHORT PLAT,Land Use permit to subdivide one parcel into 2 parcels of land.Existing structures are to remain.,$0.00
3003263,SHORT PLAT,"Land use permit to subdivide one parcel into 4 parcels of land. Proposed parcel sizes are:A)2,252.1f sq.ft.;B)672.4 sq.ft.;C)672.4sq.ft. and D)672.8 sq.ft. Existing structures to be demolished. Construction of four live-work units submitted under PTS #2503523.",$0.00
3003133,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT","Shoreline substantial development permit to approve a 61,800 sq. ft. general manufacturing building (fish processing equipment) at Pier 91. Project includes grading of 17,000 cu. yds. Surface parking for 71 vehicles will be provided. Determination of non-significance prepared by the Port of Seattle.",$0.00
3005904,SEPA THRESHOLD DETERMINATION,"MASTER USE PERMIT TO CHANGE THE USE OF A 8,172 SQ.FT. PORTION OF EXISTING BUILDING FROM WAREHOUSE TO RETAIL. NO CHANGE IN PARKING IS REQUIRED.",$0.00
3003245,SHORT PLAT,Land use permit to subdivide one parcel into 4 unit lots. The construction of townhouses has been approved under project#2406045.This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003338,ADMINISTRATIVE CONDITIONAL USE,Land Use Permit to establish use as multi-family and approve two 3-story 2-unit townhouses. Parking for 4 vehicles to be provided within the structures.,$0.00
3006446,SEPA THRESHOLD DETERMINATION,MASTER USE PERMIT TO ESTABLISH FOR A FUTURE CHANGE OF USE FROM AN APARTMENT BUILDING TO A HOTEL. NO PARKING TO BE PROVIDED.,$0.00
3006887,SUBDIVISION PLAT,"CONVERTED FROM PTS #2505089. COUNCIL LAND USE ACTION TO SUBDIVIDE 22 PARCELS INTO 40 UNIT LOTS (UNIT LOT FULL SUBDIVISION) AND 3 TRACTS FOR OPEN SPACE IN AN ENVIRONMENTALLY CRITICAL AREA. UNIT LOTS WILL VARY IN SIZE FROM 2,024 SQ.FT. TO 4,560 SQ.FT. ENVIRONMENTAL REVIEW OF 40 SINGLE FAMILY RESIDENCES IS BEING REVIEWED UNDER PROJECT #2500716.",$0.00
3003061,SHORT PLAT,Land Use permit to subdivide one parcel into 4 unit lots. The construction of townhouses is being reviewed under project #2503023.This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3005831,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",CONVERTED FROM PTS #2402617. MASTER USE PERMIT TO ESTABLISH FOR FUTURE CONSTRUCTION OF 39 SINGLE FAMILY RESIDENCES (CLUSTERED HOUSING PLANNING DEVELOPMENT). RELATED PROJECT NUMBER 2403714 - FULL SUBDIVISION.,$0.00
3003248,SHORT PLAT,Land use permit to subdivide one parcel into 4 unit lots. The construction of townhouses has been approved under project #2407541.This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003339,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",Land Use Permit to approve installation of a 600 seat bleacher accessory to Bishop Blanchet High School.  Project includes construction of a  760 sq.ft. restroom facility in an environmentally critical area.,$0.00
3003165,SHORT PLAT,"Land Use Permit to subdivide one parcel containing 2 single family residences into two parcels of land with one residence on each lot. Proposed parcels sizes are: A)3,911 Sq.ft.; B)4,190.9 sq.ft.",$0.00
3003330,SHORELINE DEVELOPMENT,"Shoreline Substantial development permit for the installation of a 37' x 3' retaining wall at the top of an existing bank,20 cubic yards of grading and construction of a concrete slab over existing impervious and pervious surface (work is already complete).",$0.00
3003219,SEPA THRESHOLD DETERMINATION,"Land Use approval to demolish 6-unit apartment building and establish 1,625 sq.ft. as outdoor storage (DUNN LUMBER).",$0.00
3003180,SHORT PLAT,Land Use permit to subdivide 1 parcel into 5 Unit Lots. This subdivison of property is only for the purpose of allowing sale or lease of the Unit Lots. Development standards will be applied to the original parcel and not to each of the new Unit Lots. The construction of townhouses has been approved under PTS #2501713.,$0.00
3003094,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",Shoreline Substantial Development permit to remove 2 existing non-conforming piers and floating docks and construct one conforming pier.,$0.00
3003179,SHORT PLAT,Land Use permit to subdivide 1 parcel into 8 unit lots. This subdivison of property is only for the purpose of allowing sale or lease of the unit lots. Development standards will be applied to the original parcel and not to each of the new unit lots. The construction of townhouses has been approved under PTS #250171l,$0.00
3003178,SHORT PLAT,Land Use permit to subdivide 1 parcel into 6 unit lots. This subdivison of property is only for the purpose of allowing sale or lease of the unit lots. Development standards will be applied to the original parcel and not to each of the new unit lots. The construction of townhouses has been approved under PTS #2501726,$0.00
3003129,ADMINISTRATIVE CONDITIONAL USE,Land Use Permit to change use from a Single Family Residence to a Child  Care.,$0.00
3003253,LOT BOUNDARY ADJUSTMENT PLAT,"Land use permit to adjust the boundary between three parcels of land. Proposed parcel sizes are a) 4,033 sq.ft.; b) 4,869 sq.ft., and c) 17,512 sq.ft.  Existing structures are to remain.",$0.00
