id,applicant_id,permit_type,decision_type,design_review_included,status
9626,,"ENVIRONMENTALLY CRITICAL AREA, SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,,CANCELLED
9627,,ADMINISTRATIVE CONDITIONAL USE,II,,CANCELLED
9628,,STREAMLINED ADMIN DESIGN RVW,I,Y,Streamlined ADR Completed
9629,,STREAMLINED ADMIN DESIGN RVW,,N,CANCELLED
9630,,STREAMLINED ADMIN DESIGN RVW,I,Y,Streamlined ADR Completed
9631,,STREAMLINED ADMIN DESIGN RVW,I,Y,Permit Closed
9632,,SHORELINE VARIANCE,II,,CANCELLED
9633,,,II,,CANCELLED
9634,,,II,,
9635,,"SHORELINE DEVELOPMENT, SHORELINE VARIANCE",II,,
9636,,STREAMLINED ADMIN DESIGN RVW,I,Y,CANCELLED
9637,,STREAMLINED ADMIN DESIGN RVW,I,Y,Streamlined ADR Completed
9638,,,II,,CANCELLED
9639,,COUNCIL ACTION,II,,CANCELLED
9640,,,,,CANCELLED
9641,,DESIGN REVIEW WITH EDG,II,Y,Initial Information Collected
9642,,SEPA THRESHOLD DETERMINATION,II,,
9643,,,,,CANCELLED
9644,,,,,CANCELLED
9645,,,II,,CANCELLED
9646,,,II,,CANCELLED
9647,,,,,CANCELLED
9648,,SEPA THRESHOLD DETERMINATION,II,N,CANCELLED
9649,,,,,CANCELLED
9650,,STREAMLINED ADMIN DESIGN RVW,I,Y,Streamlined ADR Completed
9651,,,II,,CANCELLED
9652,,"DESIGN REVIEW WITHOUT EDG, LOT BOUNDARY ADJUSTMENT PLAT",II,,CANCELLED
9653,,,,,CANCELLED
9654,,STREAMLINED ADMIN DESIGN RVW,I,Y,Streamlined ADR Completed
9655,,,,,CANCELLED
9656,,STREAMLINED ADMIN DESIGN RVW,I,Y,Permit Closed
9657,,STREAMLINED ADMIN DESIGN RVW,I,Y,CANCELLED
9658,,,,,
9659,,ENVIRONMENTALLY CRITICAL AREA,II,,CANCELLED
9660,,ENVIRONMENTALLY CRITICAL AREA,II,,
9661,,,II,,CANCELLED
9662,,SEPA THRESHOLD DETERMINATION,II,,CANCELLED
9663,,,,,CANCELLED
9664,,,II,,CANCELLED
9665,,COUNCIL ACTION,IV,N,CANCELLED
9666,,SHORT PLAT,II,N,CANCELLED
9667,,"ENVIRONMENTALLY CRITICAL AREA, SEPA THRESHOLD DETERMINATION",II,,CANCELLED
9668,,,,,CANCELLED
9669,,,II,,CANCELLED
9670,,,,,
9671,,,,,CANCELLED
9672,,,II,,
9673,,,,,CANCELLED
9674,,,II,,CANCELLED
9675,,DESIGN REVIEW WITHOUT EDG,II,,CANCELLED
9676,,OTHER LAND USE ACTIONS,II,,CANCELLED
9677,,,,,CANCELLED
9678,,,,,CANCELLED
9679,,,II,,
9680,,STREAMLINED ADMIN DESIGN RVW,I,Y,Streamlined ADR Completed
9681,,DESIGN REVIEW WITH EDG,II,Y,CANCELLED
9682,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,CANCELLED
9683,,STREAMLINED ADMIN DESIGN RVW,I,Y,Streamlined ADR Completed
9684,,STREAMLINED ADMIN DESIGN RVW,I,Y,Application Accepted
9685,,STREAMLINED ADMIN DESIGN RVW,I,Y,Streamlined ADR Completed
9686,,,II,Y,CANCELLED
9687,,,,,CANCELLED
9688,,DESIGN REVIEW WITH EDG,II,Y,CANCELLED
9689,,,II,,CANCELLED
9690,,TEMPORARY LAND USE,II,N,CANCELLED
9691,,,,,CANCELLED
9692,,,II,,CANCELLED
9693,,,II,,
9694,,,,,CANCELLED
9695,,,II,,
9696,,,,,CANCELLED
9697,,STREAMLINED ADMIN DESIGN RVW,I,Y,Permit Closed
9698,,,,,CANCELLED
9699,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,CANCELLED
9700,,STREAMLINED ADMIN DESIGN RVW,I,Y,Permit Closed
9701,,STREAMLINED ADMIN DESIGN RVW,I,Y,Streamlined ADR Completed
9702,,,II,,
9703,,STREAMLINED ADMIN DESIGN RVW,I,Y,Permit Closed
9704,,,,,CANCELLED
9705,,STREAMLINED ADMIN DESIGN RVW,I,Y,Streamlined ADR Completed
9706,,STREAMLINED ADMIN DESIGN RVW,I,Y,Streamlined ADR Completed
9707,,LOT BOUNDARY ADJUSTMENT PLAT,I,,
9708,,,,,CANCELLED
9709,,STREAMLINED ADMIN DESIGN RVW,I,Y,Streamlined ADR Completed
9710,,,II,,CANCELLED
9711,,STREAMLINED ADMIN DESIGN RVW,I,Y,Permit Closed
9712,,"ENVIRONMENTALLY CRITICAL AREA, SEPA THRESHOLD DETERMINATION, STREAMLINED ADMIN DESIGN RVW",II,,CANCELLED
9713,,,II,,CANCELLED
9714,,,,,CANCELLED
9715,,,II,,CANCELLED
9716,,"DESIGN REVIEW WITHOUT EDG, ENVIRONMENTALLY CRITICAL AREA, SEPA THRESHOLD DETERMINATION",II,,
9717,,ENVIRONMENTALLY CRITICAL AREA,II,,CANCELLED
9718,,,,,CANCELLED
9719,,DESIGN REVIEW WITHOUT EDG,II,,CANCELLED
9720,,,II,,CANCELLED
9721,,,II,,CANCELLED
9722,,,,,
9723,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
9724,,,II,N,CANCELLED
9725,,STREAMLINED ADMIN DESIGN RVW,I,Y,Initial Information Collected
9726,,,II,,CANCELLED
9727,,,,,CANCELLED
9728,,,II,,CANCELLED
9729,,,II,,CANCELLED
9730,,STREAMLINED ADMIN DESIGN RVW,I,Y,Streamlined ADR Completed
9731,,,II,,CANCELLED
9732,,,,,CANCELLED
9733,,,,,CANCELLED
9734,,,,,CANCELLED
9735,,STREAMLINED ADMIN DESIGN RVW,I,Y,Streamlined ADR Completed
9736,,STREAMLINED ADMIN DESIGN RVW,I,Y,Streamlined ADR Completed
9737,,,,,CANCELLED
9738,,OTHER LAND USE ACTIONS,II,,CANCELLED
9739,,,,,CANCELLED
9740,,,,,CANCELLED
9741,,STREAMLINED ADMIN DESIGN RVW,I,Y,Streamlined ADR Completed
9742,,,,,CANCELLED
9743,,,,,CANCELLED
9744,,,,,CANCELLED
9745,,,,,
9746,,,,,CANCELLED
9747,,,,,CANCELLED
9748,,,II,,
9749,,,,,CANCELLED
9750,,,I,,
9751,,,,,CANCELLED
9752,,DESIGN REVIEW WITHOUT EDG,II,,CANCELLED
9753,,,II,,CANCELLED
9754,,,II,,CANCELLED
9755,,,,,CANCELLED
9756,,,II,,CANCELLED
9757,,SHORT PLAT,II,,
9758,,,II,,CANCELLED
9759,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,CANCELLED
9760,,,II,,CANCELLED
9761,,,II,,CANCELLED
9762,,,,,CANCELLED
9763,,"ADMIN DESIGN REVIEW WO/EDG, VARIANCE",II,,CANCELLED
9764,,STREAMLINED ADMIN DESIGN RVW,I,Y,Permit Closed
9765,,STREAMLINED ADMIN DESIGN RVW,I,Y,Permit Closed
9766,,"ENVIRONMENTALLY CRITICAL AREA, SEPA THRESHOLD DETERMINATION",II,,CANCELLED
9767,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,CANCELLED
9768,,,II,,CANCELLED
9769,,DESIGN REVIEW WITH EDG,II,Y,CANCELLED
9770,,,II,,CANCELLED
9771,,ADMIN DESIGN REVIEW WITH EDG,II,Y,Initial Information Collected
9772,,,II,,
9773,,,,,CANCELLED
9774,,"DESIGN REVIEW WITHOUT EDG, ENVIRONMENTALLY CRITICAL AREA, SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,,
9775,,STREAMLINED ADMIN DESIGN RVW,I,Y,Streamlined ADR Completed
9776,,,II,,CANCELLED
9777,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,CANCELLED
9778,,,II,,CANCELLED
9779,,"LOT BOUNDARY ADJUSTMENT PLAT, OTHER LAND USE ACTIONS",II,,CANCELLED
9780,,,II,,CANCELLED
9781,,OTHER LAND USE ACTIONS,II,,CANCELLED
9782,,,II,,CANCELLED
9783,,,II,,CANCELLED
9784,,,II,,CANCELLED
9785,,"ENVIRONMENTALLY CRITICAL AREA, OTHER LAND USE ACTIONS, SEPA THRESHOLD DETERMINATION",II,,CANCELLED
9786,,"ENVIRONMENTALLY CRITICAL AREA, STREAMLINED ADMIN DESIGN RVW",,,CANCELLED
9787,,,,,CANCELLED
9788,,,II,,CANCELLED
9789,,SEPA THRESHOLD DETERMINATION,II,N,CANCELLED
9790,,OTHER LAND USE ACTIONS,II,,CANCELLED
9791,,,,,CANCELLED
9792,,,,,
9793,,,II,,CANCELLED
9794,,,II,,CANCELLED
9795,,,II,,CANCELLED
9796,,STREAMLINED ADMIN DESIGN RVW,I,Y,CANCELLED
9797,,,I,N,CANCELLED
9798,,,,,CANCELLED
9799,,DESIGN REVIEW WITH EDG,II,Y,CANCELLED
9800,,,II,,CANCELLED
9801,,,II,,CANCELLED
9802,,,,,CANCELLED
9803,,,II,,
9804,,,II,,CANCELLED
9805,,,II,,CANCELLED
9806,,,,,CANCELLED
9807,,,II,,CANCELLED
9808,,,II,,CANCELLED
9809,,STREAMLINED ADMIN DESIGN RVW,I,Y,CANCELLED
9810,,,,,CANCELLED
9811,,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",II,,CANCELLED
9812,,,,,CANCELLED
9813,,STREAMLINED ADMIN DESIGN RVW,II,,CANCELLED
9814,,,II,,CANCELLED
9815,,,,,CANCELLED
9816,,,II,,
9817,,,,,CANCELLED
9818,,,II,,CANCELLED
9819,,,,,CANCELLED
9820,,,,,CANCELLED
9821,,,II,,CANCELLED
9822,,,,,CANCELLED
9823,,,II,,
9824,,SUBDIVISION PLAT,II,,
9825,,,II,,CANCELLED
9826,,,II,,CANCELLED
9827,,ADMINISTRATIVE CONDITIONAL USE,,,CANCELLED
9828,,,II,,CANCELLED
9829,,,,,CANCELLED
9830,,DESIGN REVIEW WITH EDG,II,Y,CANCELLED
9831,,,II,,CANCELLED
9832,,,,,CANCELLED
9833,,,II,,CANCELLED
9834,,STREAMLINED ADMIN DESIGN RVW,I,Y,Permit Closed
9835,,,II,,CANCELLED
9836,,,II,,CANCELLED
9837,,DESIGN REVIEW WITH EDG,II,Y,CANCELLED
9838,,STREAMLINED ADMIN DESIGN RVW,I,Y,Streamlined ADR Completed
9839,,SEPA THRESHOLD DETERMINATION,II,N,CANCELLED
9840,,STREAMLINED ADMIN DESIGN RVW,II,,CANCELLED
9841,,,,,CANCELLED
9842,,DESIGN REVIEW WITH EDG,II,Y,CANCELLED
9843,,,,,CANCELLED
9844,,,II,,CANCELLED
9845,,,,,CANCELLED
9846,,,II,,CANCELLED
9847,,,II,,CANCELLED
9848,,,,,CANCELLED
9849,,,II,,CANCELLED
9850,,,I,,CANCELLED
9851,,,,,CANCELLED
9852,,DESIGN REVIEW WITH EDG,II,Y,CANCELLED
9853,,,,,CANCELLED
9854,,STREAMLINED ADMIN DESIGN RVW,I,Y,Initial Information Collected
9855,,,II,,CANCELLED
9856,,,II,,CANCELLED
9857,,ADMINISTRATIVE CONDITIONAL USE,II,,CANCELLED
9858,,STREAMLINED ADMIN DESIGN RVW,I,Y,Permit Closed
9859,,,,,CANCELLED
9860,,,II,,CANCELLED
9861,,,II,,CANCELLED
9862,,,II,,CANCELLED
9863,,"LOT BOUNDARY ADJUSTMENT PLAT, SHORT PLAT, SUBDIVISION PLAT",II,,CANCELLED
9864,,,II,,CANCELLED
9865,,,,,
9866,,,,,
9867,,,II,,
9868,,,,,
9869,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,CANCELLED
9870,,LOT BOUNDARY ADJUSTMENT PLAT,I,,
9871,,,II,,
9872,,DESIGN REVIEW WITHOUT EDG,II,,CANCELLED
9873,,TEMPORARY LAND USE,II,N,CANCELLED
9874,,,II,,CANCELLED
9875,,,II,,CANCELLED
9876,,STREAMLINED ADMIN DESIGN RVW,I,Y,CANCELLED
9877,,,II,,CANCELLED
9878,,,II,,CANCELLED
9879,,,II,,CANCELLED
9880,,,,,CANCELLED
9881,,,II,,CANCELLED
9882,,,II,,CANCELLED
9883,,,II,,CANCELLED
9884,,STREAMLINED ADMIN DESIGN RVW,I,Y,CANCELLED
9885,,,II,,CANCELLED
9886,,,II,,CANCELLED
9887,,,II,,CANCELLED
9888,,,II,,CANCELLED
9889,,,II,,CANCELLED
9890,,STREAMLINED ADMIN DESIGN RVW,I,Y,Streamlined ADR Completed
9891,,,II,,CANCELLED
9892,,,II,,CANCELLED
9893,,SHORT PLAT,II,,CANCELLED
9894,,,II,,CANCELLED
9895,,,,,CANCELLED
9896,,STREAMLINED ADMIN DESIGN RVW,I,Y,Permit Closed
9897,,"DESIGN REVIEW WITHOUT EDG, ENVIRONMENTALLY CRITICAL AREA, SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,,CANCELLED
9898,,,,N,CANCELLED
9899,,,II,,CANCELLED
9900,,,II,,CANCELLED
9901,,,II,,CANCELLED
9902,,STREAMLINED ADMIN DESIGN RVW,I,Y,CANCELLED
9903,,DESIGN REVIEW WITH EDG,II,Y,CANCELLED
9904,,ADMIN DESIGN REVIEW WO/EDG,II,,CANCELLED
9905,,SEPA THRESHOLD DETERMINATION,,,CANCELLED
9906,,STREAMLINED ADMIN DESIGN RVW,I,Y,Permit Closed
9907,,ENVIRONMENTALLY CRITICAL AREA,II,,CANCELLED
9908,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,CANCELLED
9909,,,,,
9910,,OTHER LAND USE ACTIONS,II,,CANCELLED
9911,,,I,,CANCELLED
9912,,DESIGN REVIEW WITH EDG,II,Y,CANCELLED
9913,,SEPA THRESHOLD DETERMINATION,V,,CANCELLED
9914,,,II,,CANCELLED
9915,,,II,,
9916,,,,,CANCELLED
9917,,DESIGN REVIEW WITH EDG,II,Y,CANCELLED
9918,,SHORT PLAT,II,,CANCELLED
9919,,STREAMLINED ADMIN DESIGN RVW,I,Y,Permit Closed
9920,,,,,CANCELLED
9921,,,II,,CANCELLED
9922,,,,,CANCELLED
9923,,STREAMLINED ADMIN DESIGN RVW,I,Y,Permit Closed
9924,,"OTHER LAND USE ACTIONS, SUBDIVISION PLAT",,,CANCELLED
9925,,,II,,CANCELLED
9926,,"ADMINISTRATIVE CONDITIONAL USE, ENVIRONMENTALLY CRITICAL AREA, LOT BOUNDARY ADJUSTMENT PLAT",II,,
9927,,"ENVIRONMENTALLY CRITICAL AREA, SHORT PLAT",,,CANCELLED
9928,,,,,
9929,,STREAMLINED ADMIN DESIGN RVW,I,Y,Permit Closed
9930,,,I,N,CANCELLED
9931,,,II,,
9932,,VARIANCE,II,N,CANCELLED
9933,,STREAMLINED ADMIN DESIGN RVW,I,Y,Permit Closed
9934,,STREAMLINED ADMIN DESIGN RVW,I,Y,CANCELLED
9935,,,,,
9936,,,II,,CANCELLED
9937,,,I,,CANCELLED
9938,,,II,,
9939,,,II,,
9940,,,II,,
9941,,STREAMLINED ADMIN DESIGN RVW,I,Y,Streamlined ADR Completed
9942,,,II,,
9943,,,II,,CANCELLED
9944,,,,,
9945,,,II,,CANCELLED
9946,,,,,CANCELLED
9947,,,II,,CANCELLED
9948,,,II,,CANCELLED
9949,,STREAMLINED ADMIN DESIGN RVW,I,Y,Permit Closed
9950,,,II,,
9951,,,,,CANCELLED
9952,,ENVIRONMENTALLY CRITICAL AREA,II,N,Initial Information Collected
9953,,,II,,CANCELLED
9954,,,II,,
9955,,,II,,CANCELLED
9956,,,,,CANCELLED
9957,,,II,,
9958,,,,,CANCELLED
9959,,,II,,CANCELLED
9960,,,,,
9961,,,II,,CANCELLED
9962,,,II,,CANCELLED
9963,,,II,,
9964,,VARIANCE,II,,CANCELLED
9965,,,II,,CANCELLED
9966,,,II,,CANCELLED
9967,,,,,
9968,,,II,,
9969,,DESIGN REVIEW WITH EDG,II,Y,CANCELLED
9970,,,II,,CANCELLED
9971,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,CANCELLED
9972,,DESIGN REVIEW WITH EDG,II,Y,CANCELLED
9973,,,,,
9974,,,II,,CANCELLED
9975,,,II,,
9976,,,II,,CANCELLED
9977,,,II,,CANCELLED
9978,,DESIGN REVIEW WITHOUT EDG,II,,
9979,,DESIGN REVIEW WITHOUT EDG,II,,
9980,,,II,,
9981,,,II,,
9982,,,,,
9983,,,I,,
9984,,,,,
9985,,STREAMLINED ADMIN DESIGN RVW,I,Y,Permit Closed
9986,,STREAMLINED ADMIN DESIGN RVW,I,Y,Permit Closed
9987,,ADMIN DESIGN REVIEW WITH EDG,II,Y,CANCELLED
9988,,,,,
9989,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,CANCELLED
9990,,,II,,CANCELLED
9991,,SHORELINE VARIANCE,II,,CANCELLED
9992,,,,,CANCELLED
9993,,,,,CANCELLED
9994,,,,,CANCELLED
9995,,,II,,
9996,,OTHER LAND USE ACTIONS,I,,CANCELLED
9997,,,II,,CANCELLED
9998,,,,N,Initial Information Collected
9999,,,I,,CANCELLED
10000,,,I,,CANCELLED
10001,,OTHER LAND USE ACTIONS,II,N,CANCELLED
10002,,,II,,
10003,,,II,,
10004,,,II,,
10005,,,II,,
10006,,,II,,
10007,,,,,CANCELLED
10008,,,,,
10009,,,II,N,CANCELLED
10010,,,,,CANCELLED
10011,,,,,CANCELLED
10012,,,II,,CANCELLED
10013,,OTHER LAND USE ACTIONS,I,N,CANCELLED
10014,,,II,N,CANCELLED
10015,,ADMINISTRATIVE CONDITIONAL USE,II,,CANCELLED
10016,,,II,,CANCELLED
10017,,"DESIGN REVIEW WITHOUT EDG, SEPA THRESHOLD DETERMINATION",II,,
10018,,,II,,CANCELLED
10019,,,II,,CANCELLED
10020,,,II,N,CANCELLED
10021,,,II,,
10022,,,II,,CANCELLED
10023,,,II,,CANCELLED
10024,,,,,CANCELLED
10025,,,,,CANCELLED
10026,,,,,CANCELLED
10027,,,II,,CANCELLED
10028,,,II,N,Initial Information Collected
10029,,,,,CANCELLED
10030,,"ADMIN DESIGN REVIEW WO/EDG, SEPA THRESHOLD DETERMINATION",II,,CANCELLED
10031,,,II,,CANCELLED
10032,,,IV,,CANCELLED
10033,,SEPA THRESHOLD DETERMINATION,II,N,CANCELLED
10034,,,II,,
10035,,,,,CANCELLED
10036,,,I,,CANCELLED
10037,,,II,,CANCELLED
10038,,,,,CANCELLED
10039,,STREAMLINED ADMIN DESIGN RVW,I,Y,Permit Closed
10040,,,II,N,Initial Information Collected
10041,,,II,,CANCELLED
10042,,,II,N,Initial Information Collected
10043,,,II,,CANCELLED
10044,,,II,,CANCELLED
10045,,,II,,CANCELLED
10046,,,I,,CANCELLED
10047,,,I,,CANCELLED
10048,,,II,,
10049,,,II,N,CANCELLED
10050,,,II,,CANCELLED
10051,,,II,,CANCELLED
10052,,,II,,
10053,,,II,,CANCELLED
10054,,,II,N,CANCELLED
10055,,DESIGN REVIEW WITH EDG,II,Y,CANCELLED
10056,,DESIGN REVIEW WITH EDG,II,Y,CANCELLED
10057,,DESIGN REVIEW WITH EDG,II,Y,CANCELLED
10058,,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",II,,CANCELLED
10059,,,,,CANCELLED
10060,,,II,N,CANCELLED
10061,,,II,N,CANCELLED
10062,,,,,CANCELLED
10063,,,II,,CANCELLED
10064,,,II,,
10065,,,II,N,CANCELLED
10066,,,II,,CANCELLED
10067,,SEPA THRESHOLD DETERMINATION,II,N,CANCELLED
10068,,,I,N,CANCELLED
10069,,,II,N,Initial Information Collected
10070,,,II,Y,CANCELLED
10071,,,II,,
10072,,,,,CANCELLED
10073,,,II,N,CANCELLED
10074,,,II,N,CANCELLED
10075,,,II,N,CANCELLED
10076,,,I,N,CANCELLED
10077,,VARIANCE,II,N,Initial Information Collected
10078,,,II,N,Initial Information Collected
10079,,,II,N,CANCELLED
10080,,,II,N,CANCELLED
10081,,,II,N,CANCELLED
10082,,,,,CANCELLED
10083,,,II,N,CANCELLED
10084,,,II,N,CANCELLED
10085,,,I,N,CANCELLED
10086,,,II,N,CANCELLED
10087,,,II,,CANCELLED
10088,,,II,N,CANCELLED
10089,,"SEPA THRESHOLD DETERMINATION, SHORELINE VARIANCE",II,N,CANCELLED
10090,,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",II,N,CANCELLED
10091,,SEPA THRESHOLD DETERMINATION,II,,
10092,,,,,CANCELLED
10093,,,II,N,CANCELLED
10094,,,II,N,CANCELLED
10095,,,II,N,CANCELLED
10096,,,,,
10097,,,II,N,CANCELLED
10098,,SEPA THRESHOLD DETERMINATION,II,N,CANCELLED
10099,,,II,,CANCELLED
10100,,,II,N,CANCELLED
10101,,,,,
10102,,,I,,
10103,,,II,N,Initial Information Collected
10104,,,II,N,Initial Information Collected
10105,,,II,N,CANCELLED
10106,,,,,
10107,,,,,CANCELLED
10108,,,II,N,CANCELLED
10109,,,II,N,Initial Information Collected
10110,,,II,N,Initial Information Collected
10111,,,II,N,CANCELLED
10112,,,I,N,Initial Information Collected
10113,,,II,N,Initial Information Collected
10114,,,II,N,CANCELLED
10115,,,II,N,Initial Information Collected
10116,,,II,N,CANCELLED
10117,,,,,CANCELLED
10118,,STREAMLINED ADMIN DESIGN RVW,I,Y,Streamlined ADR Completed
10119,,,II,,CANCELLED
10120,,,,,CANCELLED
10121,,,II,N,Initial Information Collected
10122,,"DESIGN REVIEW WITHOUT EDG, SEPA THRESHOLD DETERMINATION",II,N,CANCELLED
10123,,,I,,CANCELLED
10124,,,II,N,CANCELLED
10125,,,II,Y,CANCELLED
10126,,,,,CANCELLED
10127,,,II,N,CANCELLED
10128,,,II,N,CANCELLED
10129,,,II,N,CANCELLED
10130,,,II,N,CANCELLED
10131,,,,,CANCELLED
10132,,,,,
10133,,,II,N,Initial Information Collected
10134,,,II,N,CANCELLED
10135,,,,,
10136,,,II,N,Initial Information Collected
10137,,,,,
10138,,DESIGN REVIEW WITH EDG,II,Y,CANCELLED
10139,,,II,,
10140,,,II,,CANCELLED
10141,,,II,N,CANCELLED
10142,,,,,
10143,,,II,N,CANCELLED
10144,,,I,N,CANCELLED
10145,,,,N,CANCELLED
10146,,,II,N,CANCELLED
10147,,VARIANCE,,N,Initial Information Collected
10148,,,,,CANCELLED
10149,,,,,CANCELLED
10150,,,II,N,CANCELLED
10151,,,II,N,Initial Information Collected
10152,,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",II,N,CANCELLED
10153,,,II,N,CANCELLED
10154,,,,N,CANCELLED
10155,,,II,N,CANCELLED
10156,,,V,N,CANCELLED
10157,,,V,N,CANCELLED
10158,,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",II,N,CANCELLED
10159,,,,N,Initial Information Collected
10160,,,II,N,CANCELLED
10161,,,,N,CANCELLED
10162,,,II,N,Initial Information Collected
10163,,,,N,Initial Information Collected
10164,,,IV,N,CANCELLED
10165,,,,N,CANCELLED
10166,,,,N,CANCELLED
10167,,,II,N,CANCELLED
10168,,,,N,CANCELLED
10169,,,,N,CANCELLED
10170,,,,N,CANCELLED
10171,,,,N,CANCELLED
10172,,,,N,CANCELLED
10173,,,II,,CANCELLED
10174,,,,N,CANCELLED
10175,,,,,CANCELLED
10176,,,,N,CANCELLED
10177,,,,N,CANCELLED
10178,,,,N,Initial Information Collected
10179,,DESIGN REVIEW WITH EDG,II,Y,Initial Information Collected
10180,,,,,
10181,,,,N,CANCELLED
10182,,,,N,Initial Information Collected
10183,,,I,N,CANCELLED
10184,,,,N,CANCELLED
10185,,DESIGN REVIEW WITH EDG,II,Y,Initial Information Collected
10186,,,,N,CANCELLED
10187,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,CANCELLED
10188,,VARIANCE,II,N,CANCELLED
10189,,,,N,CANCELLED
10190,,,,N,CANCELLED
10191,,,III,,CANCELLED
10192,,,,N,CANCELLED
10193,,,,N,CANCELLED
10194,,DESIGN REVIEW WITH EDG,,Y,Initial Information Collected
10195,,,,N,Initial Information Collected
10196,,,II,N,CANCELLED
10197,,,,N,CANCELLED
10198,,,,N,CANCELLED
10199,,,,N,CANCELLED
10200,,,,N,CANCELLED
10201,,,,N,CANCELLED
10202,,,,N,Initial Information Collected
10203,,,,N,Initial Information Collected
10204,,,,N,CANCELLED
10205,,,,,
10206,,,II,N,CANCELLED
10207,,,,N,CANCELLED
10208,,DESIGN REVIEW WITH EDG,II,Y,Initial Information Collected
10209,,,,N,CANCELLED
10210,,,,N,CANCELLED
10211,,,,,
10212,,,IV,N,CANCELLED
10213,,,,N,CANCELLED
10214,,,,N,CANCELLED
10215,,,,N,CANCELLED
10216,,DESIGN REVIEW WITH EDG,,Y,CANCELLED
10217,,,,,CANCELLED
10218,,,,N,CANCELLED
10219,,,,,
10220,,,,N,Initial Information Collected
10221,,,,,CANCELLED
10222,,,,,CANCELLED
10223,,,,,CANCELLED
10224,,,II,N,CANCELLED
10225,,,II,,CANCELLED
10226,,DESIGN REVIEW WITH EDG,,Y,CANCELLED
10227,,,,N,CANCELLED
10228,,,,,CANCELLED
10229,,ADMINISTRATIVE CONDITIONAL USE,II,N,CANCELLED
10230,,,,N,CANCELLED
10231,,,,N,CANCELLED
10232,,DESIGN REVIEW WITH EDG,II,Y,CANCELLED
10233,,,II,N,CANCELLED
10234,,,,N,CANCELLED
10235,,,,N,CANCELLED
10236,,DESIGN REVIEW WITH EDG,,Y,CANCELLED
10237,,,II,N,CANCELLED
10238,,,,N,CANCELLED
10239,,,,N,CANCELLED
10240,,,,,CANCELLED
10241,,DESIGN REVIEW WITH EDG,II,Y,CANCELLED
10242,,,,N,CANCELLED
10243,,,,N,CANCELLED
10244,,,,N,CANCELLED
10245,,,,N,CANCELLED
10246,,,,,CANCELLED
10247,,SEPA THRESHOLD DETERMINATION,,N,CANCELLED
10248,,,,,CANCELLED
10249,,,,N,CANCELLED
10250,,DESIGN REVIEW WITH EDG,,Y,CANCELLED
10251,,,,N,CANCELLED
10252,,,,N,CANCELLED
10253,,,,N,CANCELLED
10254,,,,N,CANCELLED
10255,,,,,CANCELLED
10256,,,,,CANCELLED
10257,,,,N,CANCELLED
10258,,,,,
10259,,DESIGN REVIEW WITH EDG,,Y,CANCELLED
10260,,SEPA THRESHOLD DETERMINATION,II,N,CANCELLED
10261,,,,N,CANCELLED
10262,,,,,CANCELLED
10263,,,,N,CANCELLED
10264,,,,N,CANCELLED
10265,,SPECIAL EXCEPTION,II,N,CANCELLED
10266,,,,,CANCELLED
10267,,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",II,N,Permit Closed
10268,,,,,CANCELLED
10269,,,,N,CANCELLED
10270,,DESIGN REVIEW WITH EDG,II,Y,CANCELLED
10271,,ADMINISTRATIVE CONDITIONAL USE,,N,CANCELLED
10272,,DESIGN REVIEW WITH EDG,,Y,CANCELLED
10273,,,,,CANCELLED
10274,,,,,CANCELLED
10275,,DESIGN REVIEW WITH EDG,II,Y,CANCELLED
10276,,,,,CANCELLED
10277,,DESIGN REVIEW WITH EDG,,Y,CANCELLED
10278,,,II,N,CANCELLED
10279,,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",II,N,CANCELLED
10280,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,CANCELLED
10281,,,,,CANCELLED
10282,,,,,CANCELLED
10283,,,,N,CANCELLED
10284,,,,,CANCELLED
10285,,,,,CANCELLED
10286,,,,,CANCELLED
10287,,ADMINISTRATIVE CONDITIONAL USE,II,N,CANCELLED
10288,,,,,CANCELLED
10289,,,,,CANCELLED
